,idx,response
10,29,"UPDATED VERSION:

Operation Allies Refuge was launched by the Biden administration to evacuate at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, from Afghanistan. The operation is concurrent with the larger American military withdrawal from the country. On July 14, the operation's name was officially unveiled. 

As of August 22, the United States has evacuated 17,000 people, including 2,500 Americans, from Afghanistan in the past few weeks. The first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, for SIV processing on July 30, with at least 20,000 SIV holders and applicants remaining in the process of being relocated. 

After the situation in Afghanistan deteriorated, on August 12, the Biden administration announced that 3,000 U.S. troops would be deployed to the Kabul International Airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. Following the fall of Kabul on August 15, the Pentagon and the State Department announced the expansion of the military presence at the airport to nearly 6,000 troops. The U.S. military took control over the air traffic control of the airport later in the day. 

On August 16, a C-17 cargo plane safely evacuated roughly 823 people to the Al Udeid Air Base in Qatar. The head of U.S. Central Command, General Kenneth F. McKenzie Jr., met Taliban leaders based in Qatar's capital, Doha, and the Taliban officials agreed to terms set by McKenzie for refugees to flee using Kabul Airport. 

Approximately 1,100 people were evacuated on 13 flights on August 17, and more than 2,000 people were evacuated on 12 flights on August 19. On August 18, approximately 2,000 people were evacuated, and on August 20, approximately 5,700 people were evacuated on 16 flights. The Department of Defense ordered the activation of the Civil Reserve Air Fleet on August 22 to assist in the evacuation, with 18 planes from various commercial airlines deployed to transport thousands of Afghans who are arriving at U.S. bases in Bahrain, Qatar and the United Arab Emirates. 

During the evacuation, at least eight people were killed at the Kabul International Airport as thousands of people tried to forcibly board planes. The Pentagon said that two armed men who fired into a crowd were killed by U.S. troops, and at least two people were seen falling to their deaths from the sky after clinging to the landing gear of a departing C-17 cargo plane. Additionally, at least three people clinging to the side of an Air Force jet were killed after being run over, and remains of another dead Afghan were found in the landing gear of the American C-17, after the pilots were forced to make an emergency landing in a nearby country because they were unable to retract the landing gear."
11,30,"UPDATED VERSION:

Operation Allies Refuge is a U.S. military operation aimed at airlifting at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other Special Immigrant Visa (SIV) applicants, from Afghanistan. The operation has been ongoing, but following the fall of Kabul to the Taliban, efforts to evacuate people have intensified. The operation was officially named and unveiled by the Biden administration on July 14.

On August 12, the Biden administration announced the deployment of 3,000 U.S. troops to Kabul International Airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. Following the fall of Kabul, the military presence at the airport was expanded to nearly 6,000 troops, and the U.S. military took control over air traffic control.

Since the intensification of evacuation efforts, multiple flights, both military and commercial, have been utilized to transport people out of Afghanistan, with several countries offering aid in the evacuation process. As of August 22, the Civil Reserve Air Fleet has been activated for the third time to assist in the evacuation, with 18 planes being sent to help evacuate U.S. citizens.

The evacuation process has not been without its difficulties, with reports of casualties and chaos at the Kabul airport. Despite this, the Pentagon reports that about 12,700 people have been evacuated as of August 20, and the U.S. continues to work with international partners to assist in the evacuation of at-risk individuals from Afghanistan."
12,31,"UPDATED VERSION:

Operation Allies Refuge is a United States military operation aimed at airlifting at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa applicants, from Afghanistan. The operation was officially unveiled on July 14 by the Biden administration, and it is running concurrently with the larger American military withdrawal from Afghanistan. The first group of 200 Afghan interpreters arrived on July 30 in Fort Lee, Virginia, for SIV processing while at least 20,000 SIV holders and applicants remained in the process of being relocated.

Following the fall of Kabul, the operation intensified significantly. On August 12, the Biden administration announced that 3,000 U.S. troops would be deployed to the Kabul International Airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. On August 15, the Pentagon and the State Department announced the expansion of the military presence at the airport to nearly 6,000 troops, and U.S. military took control over the air traffic control of the airport later in the day. 

The Kabul airlift began on August 16, and on that day, a C-17 cargo plane safely evacuated roughly 823 people to the Al Udeid Air Base in Qatar. The airlift continued as thousands of people tried to forcibly board planes, and at least eight people were killed at the Kabul International Airport, including two who fell to their deaths from the landing gear of a departing C-17 cargo plane and three who were run over by an Air Force jet. Two armed men who fired into a crowd were also killed by U.S. troops.

As of August 22, the Pentagon said it had evacuated about 12,700 people from the country, and the Department of Defense had ordered the activation of the Civil Reserve Air Fleet to assist in the evacuation. The current activation is for 18 planes, and commercial airline pilots and crews are helping transport thousands of Afghans who are arriving at U.S. bases in Bahrain, Qatar, and the United Arab Emirates. From the bases in the Middle East, the airliners will augment military flights carrying Afghans to Germany, Italy, Spain, and other stops in Europe, and then ultimately to the United States.

In a new development, Fox News CEO Suzanne Scott announced that the network has evacuated 24 people from Afghanistan, including three Afghan nationals who assisted with the network's coverage of the war."
13,32,"UPDATED VERSION:

Operation Allies Refuge is an ongoing United States military operation to evacuate at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, from Afghanistan. It is taking place concurrently with the larger American military withdrawal from the country. The operation, officially unveiled by the Biden administration on July 14, has been rapidly expanding over the past few weeks as the situation in Afghanistan rapidly deteriorates.

On August 12, following the worsening situation in Afghanistan, the Biden administration announced that 3,000 U.S. troops would be sent to the Kabul International Airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. On August 15, following the fall of Kabul, the Pentagon and the State Department announced the expansion of the military presence at the airport to nearly 6,000 troops. U.S. military took control over the air traffic control of the airport later in the day.

On August 16, a C-17 cargo plane safely evacuated roughly 823 people to the Al Udeid Air Base in Qatar. The head of U.S. Central Command, General Kenneth F. McKenzie Jr., also met with Taliban leaders in Doha where they agreed to terms for evacuating refugees using Kabul Airport.

As of August 22, U.S. President Joe Biden has announced that 11,000 people were evacuated from the country in the past 36 hours. He also stated that American troops may remain in Afghanistan beyond the August 31 deadline for withdrawal to ensure the safe evacuation of all American citizens and Afghans who assisted the U.S. mission. The Department of Defense has ordered the activation of the Civil Reserve Air Fleet, and commercial airline pilots and crews are helping to transport thousands of Afghans who are arriving at U.S. bases in Bahrain, Qatar, and the UAE. From there, the airliners will augment military flights carrying Afghans to Europe and ultimately to the United States.

The situation has been volatile, with reports of casualties at the Kabul International Airport. At least eight people were killed as thousands of people tried to forcibly board planes. At least two people were seen falling to their deaths from the sky after clinging to the landing gear of a departing C-17 cargo plane. Remains of another dead Afghan were found in the landing gear of the American C-17 after an emergency landing in a nearby country. The Pentagon stated that two armed men who fired into a crowd were killed by U.S. troops.

Despite the risks, the evacuation effort is ongoing, and the U.S. and its allies are doing everything they can to provide urgent assistance to the Afghan people as they face an uncertain future."
14,33,"UPDATED VERSION:

The conflict between the Islamic Republic of Afghanistan and the Taliban-controlled Islamic Emirate of Afghanistan has escalated as Ahmad Massoud, the leader of the Panjshir resistance, and self-proclaimed acting president Amrullah Saleh refuse to surrender the Panjshir Valley. The valley remains the only region out of the Taliban's control, largely due to its strong natural defences and the support of local civilians and anti-Taliban forces, including remnants of the Afghan National Army. Ahmad Massoud claims to have gathered about 9,000 fighters and armored humvees in the valley but acknowledges differences between his forces and those loyal to Saleh. While Massoud is open to negotiating with the Taliban, Saleh is hardcore anti-Taliban and anti-Pakistani. As of now, war seems ""unavoidable"" if the Taliban refuse dialogue on the formation of a comprehensive government. The USA and Western forces are lowly supportive of the Panjshir resistance, with Massoud's Washington Post op-ed requesting Western support seen as evidence of the absence of direct communication and support between the resistance and the US government."
15,34,"UPDATED VERSION:

Operation Allies Refuge, the ongoing United States military operation to airlift at-risk Afghan civilians, particularly interpreters, US embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, has been accompanied by a deadly gunfight involving an unknown gunman and Afghan forces outside the north gate of Kabul airport. The incident resulted in the death of a security guard and left three more people wounded. German and American forces were also reportedly involved in the shooting. The operation was officially launched on July 14 by the Biden administration, and the first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, for SIV processing on July 30. While thousands of SIV holders and applicants remain in the process of being relocated, the situation in Afghanistan has significantly deteriorated following the fall of Kabul on August 15. On August 12, the Biden administration announced the deployment of 3,000 US troops to secure the evacuation of embassy personnel, US nationals, and SIV applicants. As of August 22, approximately 11,000 people have been evacuated in the past 36 hours, and American troops may remain in Afghanistan past the August 31 deadline. On August 22, the Department of Defense ordered the activation of the Civil Reserve Air Fleet to assist in the evacuation. Commercial airline pilots and crews would help transport thousands of Afghans who are arriving at US bases in Bahrain, Qatar, and the United Arab Emirates."
16,35,"UPDATED VERSION:

The 2021 Niger attacks continue to occur with increasing frequency, resulting in the deaths of over 500 people and leaving more than 100 others injured. The attacks, which began in January, have taken place primarily in the western region of Tillabéri. Prior to 2021, major attacks in Niger had taken place during the 2010s and 2020. However, this year marks the first time that over 100 civilians have been killed in single incidents, with the January attack and 21 March attack being the deadliest against civilians in Niger since the insurgency in the Maghreb began.

The January attacks occurred in the villages of Tchombangou and Zaroumdareye, resulting in 105 deaths. The attackers were Islamist militants who crossed the border from Mali. The exact terrorist organization responsible for these attacks is not yet known. 

In February, seven members of an electoral commission were killed and three others were wounded in a landmine explosion in Tillabéri. This attack, which targeted individuals involved in Niger's presidential election, occurred on the same day as the election's second round. 

On 16 March, armed men attacked a convoy returning from a market in Banibangou, killing 58 people. 

The deadliest attack occurred on 21 March when militants riding motorbikes attacked three villages in the Tahoua Region, killing 137 people. This attack was the deadliest committed by suspected jihadists in Niger's history.

In August, gunmen attacked a military post in Diffa, killing 16 soldiers and wounding nine others. In the ensuing gun battle, around 50 Boko Haram militants were killed. 

These attacks are believed to be carried out by various Islamist militant groups, including Boko Haram and Islamic State West Africa. The government of Niger has dispatched soldiers to the border after attacks to combat these militants. Newly elected President Mohamed Bazoum has condemned the attacks and declared national mourning for those killed. The situation remains ongoing and unpredictable as attacks continue to be carried out every month in 2021."
17,36,"UPDATED VERSION:

On 26 August 2021, a devastating suicide bombing took place at an entrance of Hamid Karzai International Airport in Kabul, Afghanistan, killing at least 90 Afghan civilians and 13 American servicemembers. More than 150 others were wounded in what is being described as one of the deadliest attacks in Kabul in recent years. The Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP), who had previously threatened the airport, have claimed responsibility for the attack.

The airport had become the only secure escape route from Afghanistan after the Taliban took control of the country on 15 August, leading to a mass evacuation effort by foreign troops and humanitarian organizations. Security concerns were already high due to the escape of hundreds of ISIL-KP members from Bagram and Pul-e-Charkhi jails. Hours before the attack, US diplomats in Kabul had warned American citizens to leave the airport due to terrorism threats. UK Armed Forces Minister James Heappey had also warned of an imminent attack by ISIL-KP.

The first suicide bomber detonated his explosive at an entrance gate, followed by a second bomb attack at the nearby Baron Hotel, which had been used as a gathering point for American citizens and a processing center for Afghan refugees. The explosions triggered gunfire and chaos, with all gates at the airport being shut down.

Leaders across the world have condemned the attacks and offered condolences to the victims and families. French President Emmanuel Macron has pledged full support for coordinating with ""American allies"" in responding to the bombings. The Taliban, who have taken control of Afghanistan, have also condemned the attacks, saying that ""evil circles will be strictly stopped."""
18,38,"UPDATED VERSION:

Following the Taliban's return to power in Afghanistan and their intention to re-establish the Islamic Emirate of Afghanistan, the United States has launched an airstrike in the country. On August 27th, 2021, an MQ-9 Reaper drone carrying guided munitions was used to strike an ISIL-KP member in Nangarhar Province. Two defense officials state that the target, who was riding in a vehicle with one associate, was planning the 2021 Kabul airport attack against the United States. The U.S. Central Command (CENTCOM) reports that the strike resulted in the death of two Islamic State members and wounded a third, with no civilian casualties. The strike was carried out to minimize non-combatant casualties, following the Taliban's takeover of Afghanistan. The incident reflects the ongoing security concerns in the region, as well as the United States' efforts to address the threat posed by terrorist organizations in Afghanistan."
19,39,"UPDATED VERSION:

On August 26, 2021, a suicide bombing rocked Hamid Karzai International Airport in Kabul, Afghanistan as people attempted to evacuate the country following the Taliban takeover. At least 182 people, including 13 members of the United States military, were killed in the attack. The Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP) claimed responsibility for the bombing. Security threats had increased ahead of the attack, with the US receiving multiple warnings of a possible terrorist attack from ISIL-KP. Despite the attack, evacuation efforts continued. However, the United States launched an airstrike in Nangarhar on August 27, killing two ISIL-KP members and injuring a third, one of whom was believed to be planning further attacks in Kabul. The Taliban condemned the attack and announced their intention to capture ISIL-KP leader Shahab al-Muhajir. Nations around the world expressed solidarity with the victims and troops involved in the evacuation efforts, with many condemning the attack."
20,40,"UPDATE:

Since the Taliban's return to power in August 2021, relations between the Islamic Emirate of Afghanistan and the United States have been tense. While the US does not officially recognize the Taliban as a government, they have stated that they would be willing to recognize a government that respects basic human rights.

On August 27, the Taliban appointed Khalil Haqqani, a designated terrorist with a US$5 million bounty on his head, as head of security in Kabul. This move was met with criticism from the United States.

Following the 2021 Kabul airport attack, both the US and the Taliban condemned the attack, with the Taliban later announcing their intention to capture the ISIS-K leader responsible for the attack. In response, the US launched an airstrike on August 27, killing two ISIS-K planners and facilitators.

The airstrike was met with condemnation from the Taliban, who considered it a ""clear attack on Afghan territory"". The situation between the US and the Taliban remains tense as the Islamic Emirate seeks international recognition for their new government."
21,43,"UPDATED VERSION:

Since the Taliban successfully reclaimed power in August 2021, the Islamic Emirate of Afghanistan has been hit by three known drone strikes. The latest attack, which occurred recently, targeted a vehicle in Kabul and resulted in the deaths of at least 10 people, including seven children. The driver of the vehicle was an aid worker for the U.S. based organization Nutrition and Education International, who was returning from a water collection trip for his family. Many of the victims had previously worked for international organizations and held visas for the United States. Along with other civilians, they lost their lives to the attack. 

The previous two drone strikes took place in late August 2021. The first, which occurred on August 27, targeted an ISIS-K member in Nangarhar Province, resulting in the deaths of at least two high-profile members of the group. A day later, on August 28, a U.S. airstrike targeted a vehicle carrying a family of nine people, who were mistakenly identified as ISIS-K members. All occupants of the vehicle, including six children, died in the attack.

The U.S. has not released an official statement regarding the latest drone strike, but the country has faced criticism for its reliance on drones in Afghanistan and the resulting civilian casualties. As the situation in the country continues to be unstable, it remains uncertain what the future holds for Afghanistan and its people."
22,45,"UPDATED VERSION:

The Panjshir conflict, which started following the fall of Kabul and Amrullah Saleh declaring himself Afghan President and initiating the Panjshir Resistance, remains ongoing, but the National Resistance Front of Afghanistan has announced that their fighters have killed eight Taliban members in recent clashes in the Panjshir Valley. The Taliban forces have deployed heavily around the valley. However, negotiations are also ongoing between the two sides to end the conflict. The valley has previously been known for its natural defenses and never fell to the Soviets or the Taliban during previous conflicts. The Panjshir Valley is currently the only region that is outside of Taliban control following their takeover of Afghanistan. The majority of the Taliban are Pashtuns while the people in the valley are mostly made up of ethnic Tajiks. Originally, Saleh had declared himself president of Afghanistan from the valley and vowed to continue military operations against the Taliban from there. The forces loyal to Saleh and those loyal to Ahmad Massoud have differences, as the former is hardcore anti-Taliban and anti-Pakistani, while the latter has had good relations with Pakistan, which was supportive of the Taliban. As a result, Massoud was more willing to negotiate with the Taliban. Despite the ongoing conflict, it appears that there has been no public support from the international community as the US and other countries focus on the ongoing evacuation of Kabul and seek the Taliban's cooperation to do so."
23,47,"UPDATED VERSION:

The Panjshir conflict, which began after the Taliban seized control of Afghanistan in August 2021, has escalated with the group entering the Panjshir Valley to confront resistance forces led by Ahmad Massoud. The Taliban claims to have gained some territory, while both sides reported heavy casualties in the clashes. The valley, which is largely controlled by former Afghan President Amrullah Saleh and Massoud, is well known for its natural defences and has never fallen to either the Soviets or the Taliban previously. The population of the Panjshir valley is mostly ethnic Tajik, while the Taliban is predominantly Pashtun. The Panjshir conflict has not gained much international support, with most countries preoccupied with evacuating their citizens and allies from Afghanistan. Some analysts suggest that the resistance's successes could inspire other anti-Taliban groups to resist their rule."
24,48,"UPDATED VERSION:

Operation Allies Refuge was a United States military operation that aimed to evacuate at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants. The operation was carried out alongside the American military's withdrawal from Afghanistan and the evacuation of all eligible foreigners and vulnerable Afghans. The U.S. military airlifted SIV applicants to the United States, where they were housed by the military temporarily while they completed their SIV requirements.

The operation was officially named on July 14, 2021, by the Biden administration. In July, the U.S. House of Representatives passed the Averting Loss of Life and Injury by Expediting SIVs (ALLIES) Act to expedite the Afghan SIV process and increase the visa cap for Afghan interpreters.

Fast forward to August 31, when the United States concluded its military withdrawal from Afghanistan. However, following the withdrawal, White House Chief of Staff Ron Klain announced that around 100 Americans remained in Afghanistan and that the Biden administration would continue efforts to rescue them.

During the operation, which began on August 12, the U.S. military deployed 3,000 troops to Hamid Karzai International Airport to help evacuate embassy personnel, U.S. nationals, and SIV applicants. The military airlifted thousands of people from the airport to various international destinations, including 5,000 from Afghanistan on August 19 alone. Between August 15 and August 31, the U.S. evacuated over 120,000 people from Afghanistan, including 6,000 American citizens and 78,000 Afghan citizens.

However, the evacuation was not without casualties. At least 195 people were killed at or near the Kabul airport, including 13 U.S. service members who died in a suicide bombing attack on August 26. The attack, carried out by ISIS militants, also killed 169 Afghan civilians and wounded over 200 others.

As of September 2, a nine-month-old baby was reported to have died after arriving in the United States, becoming the first death of an evacuee on American soil.

Despite the challenges and the tragic loss of life during the operation, the U.S. military successfully evacuated tens of thousands of people from Afghanistan, including vulnerable Afghans and U.S. citizens. The Biden administration vowed to continue efforts to rescue the remaining Americans in Afghanistan."
25,51,"UPDATED VERSION:

On September 7th at 20:47 local time, a 7.0 magnitude earthquake rocked the coast of Guerrero, Mexico, just outside the popular city of Acapulco. The earthquake, which had an estimated intensity of VII on the MMI scale, occurred on the four-year anniversary of the devastating 2017 Chiapas earthquake that killed at least 100 people. The earthquake is believed to have been a thrust faulting event, located on or near the subduction zone boundary of the Caribbean Plate and Cocos Plate. The US Geological Survey states that earthquakes of this size have a rupture size of 40x20 km. 

The earthquake hit the southern extent of the Guerrero Gap, a seismic gap capable of generating an 8.0 magnitude earthquake. In Acapulco, just 3 km from the epicenter, buildings swayed and sustained damage, and numerous power outages and gas leaks were reported. The governor of Guerrero, Héctor Astudillo, confirmed that one person was killed in Coyuca de Benítez due to a falling pole.

A tsunami measuring 0.37 meters (1.2 feet) was recorded in Acapulco. More than 1.6 million people were left without electricity, and authorities are assessing the situation. Acapulco Mayor Adela Román urges residents to remain calm."
26,53,"UPDATED VERSION:

Operation Allies Refuge was a United States military operation aimed at evacuating at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other Special Immigrant Visa (SIV) applicants from Afghanistan. The operation ran concurrently with the larger American military withdrawal from the country and the evacuation of all eligible foreigners and vulnerable Afghans. As part of the operation, SIV applicants were airlifted to the United States, where they were temporarily housed by the U.S. military while they completed their SIV requirements.

Initially unveiled by the Biden administration on 14 July 2021, the operation's name became synonymous with the massive airlift efforts to evacuate people from Kabul after the Taliban took over the country in mid-August 2021. U.S. personnel worked with NATO and regional allies to evacuate thousands of people from Hamid Karzai International Airport in Kabul, including American citizens, permanent residents, and refugees, as well as Afghan interpreters and applicants for Special Immigrant Visas.

The evacuation effort involved a massive airlift operation, with military and commercial planes transporting people to military bases in Bahrain, Qatar, and the United Arab Emirates. From there, they were flown to Germany, Italy, Spain, and other locations before ultimately arriving in the United States. The initial efforts saved thousands of lives, though efforts were also affected by multiple obstacles, such as Taliban checkpoints, overcrowding at the airport, and suicide bombings that killed more than 180 people.

As the operation continued, more U.S. military bases were set up to house Afghan nationals applying for SIVs or considered ""at risk"" from the Taliban. The activation of the Civil Reserve Air Fleet also assisted in the evacuation of people.

On 5 September, White House Chief of Staff Ron Klain said around 100 Americans remained in Afghanistan, and the Biden administration was looking for ways to rescue them. Then, on 7 September, the last U.S. military plane departed from Kabul airport, marking the end of the evacuation operation. 

As the situation in Afghanistan remains unstable and uncertain, Operation Allies Refuge and the massive airlift efforts will be remembered as a critical turning point in the country's recent history. On 9 September, U.S. Secretary of State Antony Blinken confirmed that 21 Americans have been evacuated from Afghanistan."
