,idx,response
10,29,"UPDATED VERSION:

Operation Allies Refuge, the ongoing United States military operation to evacuate at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, from Afghanistan continues to make progress. The operation was officially unveiled by the Biden administration on July 14 and has since evacuated over 17,000 people, including 2,500 Americans, in the past few weeks, according to United States Army major general William D. Taylor. 

The operation began on July 30, 2021, when the first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, for SIV processing with at least 20,000 SIV holders and applicants remaining in the process of being relocated. Following the deterioration of the situation in Afghanistan on August 12, the Biden administration announced that 3,000 U.S. troops would be deployed to the Kabul International Airport in order to secure the evacuation of embassy personnel, U.S. nationals and SIV applicants. 

On August 15, following the fall of Kabul, the Pentagon and the State Department announced the expansion of the military presence at the airport to nearly 6,000 troops. The U.S. military took control over the air traffic control of the airport later in the day. The next day, a C-17 cargo plane evacuated roughly 823 people to the Al Udeid Air Base in Qatar, and evacuations have continued in the days since.

On August 17, approximately 1,100 people were evacuated on 13 flights, and the White House reported that more than 3,200 U.S. citizens, permanent residents, and refugees were evacuated from the country, with nearly 2,000 Afghan interpreters flown to the U.S. for SIV processing.

More people were evacuated over the following days: approximately 2,000 on August 18, more than 2,000 on August 19, approximately 5,700 on August 20, and several thousand more since then. The Department of Defense even ordered the activation of the Civil Reserve Air Fleet, with commercial airline pilots and crews helping to transport thousands of Afghans from U.S. bases in Bahrain, Qatar, and the United Arab Emirates.

However, the operation has also seen casualties. By August 16, at least eight people had been killed at the Kabul International Airport as thousands of people tried to forcibly board planes. At least two people were seen falling to their deaths from the sky after clinging to the landing gear of a departing C-17 cargo plane, while at least three people clinging to the side of an Air Force jet were killed after being run over. Remains of another dead Afghan were found in the landing gear of the American C-17 after the pilots were forced to make an emergency landing in a nearby country because they were unable to retract the landing gear. The Pentagon said that two armed men who fired into a crowd were killed by U.S. troops."
11,30,"UPDATED VERSION:

Operation Allies Refuge is a United States military operation conducting ongoing efforts to airlift at-risk Afghans, including interpreters, embassy employees, and Special Immigrant Visa (SIV) applicants, from Afghanistan, and assist in the evacuation of Kabul International Airport. The operation began with the arrival of the first group of 200 Afghan interpreters at Fort Lee, Virginia, for SIV processing on July 30th, 2021, and has been named by the Biden administration. As of August 22nd, the Department of Defense has activated the Civil Reserve Air Fleet to assist in the evacuation, deploying 18 planes operated by commercial airline pilots and crews to transport thousands of Afghan refugees, U.S. citizens, and SIV applicants to U.S. bases in Bahrain, Qatar, and the United Arab Emirates. The planes will augment military flights carrying Afghans to Europe and, ultimately, the United States.

The operation has faced several challenges, with at least eight casualties at the airport, including two individuals falling to their death from a departing C-17 cargo plane and three people who clung to the side of an Air Force jet and were run over. The Pentagon has confirmed the killing of two armed men who fired into the crowd. Despite these challenges, the operation continues, with the deployment of 6,000 troops securing the airport. As of August 19th, nearly 5,000 people were evacuated by U.S military flights, and the total number of evacuees has reached about 12,700 people as of August 20th. On August 17th, 13 flights evacuated 1,100 people, with more than 3,200 U.S. citizens, permanent residents, and refugees evacuated from the country, and 2,000 Afghan interpreters flown to the U.S. for SIV processing.

As of August 22nd, Defense Secretary Lloyd Austin has announced that the Civil Reserve Air Fleet will be activated for the third time, with 18 planes deployed to assist in the evacuation of American citizens. The operation's mission continues, with the U.S. military working to evacuate remaining at-risk Afghans from Afghanistan during the ongoing withdrawal of American troops."
12,31,"UPDATED VERSION:

Operation Allies Refuge is an ongoing mission led by the United States military to airlift at-risk Afghan citizens, particularly interpreters, U.S. embassy staff, and other prospective Special Immigrant Visa (SIV) applicants, out of Afghanistan. It was officially introduced by the Biden administration on July 14 and is happening concurrently with the broader U.S. military withdrawal from Afghanistan. 

On August 12, the Biden administration announced the deployment of 3,000 U.S. troops to Kabul International Airport to secure the safe departure of embassy employees, U.S. citizens, and SIV candidates. Following the fall of Kabul on August 15, the airport was secured by almost 6,000 U.S. troops, and the U.S. military took over air traffic control. An impressive airlift operation was mounted to evacuate individuals from Afghanistan, and by August 19, the State Department announced that U.S. military flights had evacuated around 5,000 people from the country, and almost 2,000 Afghan interpreters had been flown to the U.S. for SIV processing. As of August 20, the U.S. had evacuated around 12,700 people from Afghanistan, and by August 22, the Department of Defense had activated the Civil Reserve Air Fleet to assist with evacuations. The airlift operation continued up until August 31 when the U.S. military completed its withdrawal from Afghanistan.

The operation has not come without casualties, as at least eight people were killed at Kabul International Airport, including two who fell from a departing C-17 cargo plane and three who clung onto the side of an Air Force jet but were eventually run over. Additionally, the Pentagon confirmed the deaths of two armed men who fired into a crowd and were subsequently killed by U.S. troops.

Recent news from Fox News CEO Suzanne Scott revealed that the network facilitated the evacuation of 24 people from Afghanistan. Those evacuated included three Afghan nationals who assisted with Fox News' coverage of the war."
13,32,"UPDATED VERSION:

Operation Allies Refuge, the ongoing effort by the United States military to evacuate at-risk Afghan civilians, has seen over 100,000 people evacuated since its inception. The operation was officially unveiled by the Biden administration on July 14 and is concurrent with the larger American military withdrawal from Afghanistan. On August 12, the Biden administration announced the deployment of 3,000 U.S. troops to Kabul's airport, which has since expanded to nearly 6,000 troops. On August 22, commercial airline pilots and crews were activated to assist in the evacuation efforts through the Civil Reserve Air Fleet.

Recent updates to the situation in Afghanistan include U.S. President Joe Biden stating that American troops may remain in the country beyond the August 31 deadline, and announcing that 11,000 people were evacuated in the past 36 hours alone. The past few weeks have seen a growing number of casualties, with at least eight individuals killed at Kabul's airport as people try to forcibly board planes. The total death toll is still unknown, and the situation on the ground remains volatile."
14,33,"UPDATED VERSION:

The Panjshir conflict between the Taliban and the Panjshir resistance, led by Amrullah Saleh and Ahmad Massoud, has escalated with the resistance refusing to surrender the Panjshir Valley to the Taliban. As of August 2021, the resistance controls the area, which has a majority of ethnic Tajik people, and has gathered around 9,000 fighters and military equipment, including helicopters and armored vehicles. Ahmad Massoud has called for dialogue on the formation of a comprehensive government, but has warned that war is ""unavoidable"" if the Taliban refuse to negotiate. The Taliban have sent fighters to Andarab in Baghlan Province to kidnap the children of anti-Taliban forces, and reports suggest that independent local militias are fighting against the Taliban in the area. The US and Western forces are seen as lowly supportive of the resistance due to ongoing evacuation efforts from Kabul, and Ahmad Massoud's Washington Post op-ed requesting Western support suggests an absence of direct communication and support between the resistance and the US government. Amidst attempts at a negotiated end to the political impasse, the Russian Embassy in Afghanistan was reportedly asked to reach out to Panjshir-based leaders for mediation, and the Panjshir representatives have met with members of the Coordination Council to discuss the current situation and providing security to Afghans."
15,34,"UPDATED VERSION:

Operation Allies Refuge, the United States military operation to evacuate at-risk Afghan civilians, including interpreters and embassy employees, from Afghanistan, continues amid ongoing violence at Kabul International Airport. On August 26, a gunfight broke out between an unknown gunman and Afghan forces at the airport's north gate, resulting in one security guard being killed and three others wounded. German and American forces were also involved in the shooting. Despite the violence, the airlift operation continues, with 12 C-17s and four C-130s transporting approximately 8,500 people out of Afghanistan on August 25 alone. As of August 26, nearly 100,000 people have been evacuated since the operation began. The U.S. and its allies are also working to process visas for Afghan refugees and expedite flights out of the country."
16,35,"UPDATED VERSION:

The 2021 Niger attacks continue as militants target civilians and soldiers in Niger, particularly in the western region of Tillabéri. These devastating attacks have resulted in more than 500 deaths and over 100 injuries. This marks the first year that frequent attacks occur in the country, with incidents happening every month in 2021. 

In August, armed militants attacked a military post in Diffa, Niger, resulting in the killing of 16 soldiers and the wounding of nine others. Around 50 Islamist insurgents were killed in the ensuing gun battle. Boko Haram is suspected to have carried out this attack.

Several major attacks occurred in Niger during the 2010s and 2020, but this is the first time that over 100 civilians were killed in single incidents. The January attack and 21 March attack are the deadliest against civilians since the insurgency in the Maghreb began. Both the December 2020 and January 2021 attacks were carried out during Niger's municipal and regional elections, while the February bombing specifically targeted members of the electoral commission.

Numerous villages and regions have been targeted by militants, including Tchombangou, Zaroumdareye, Banibangou, and Wistan. Newly elected President Mohamed Bazoum has condemned the attacks and declared three days of national mourning. The exact terrorist organization responsible for the attacks is not yet clear. The government of Niger has dispatched soldiers to the border, where the militants are believed to have crossed over from Mali.

The ongoing attacks have caused widespread devastation and loss of life in Niger, with civilians and soldiers targeted indiscriminately. The international community continues to monitor the situation and offer support to Niger in combatting the insurgency."
17,36,"UPDATED VERSION:

On August 26, 2021, a devastating suicide bombing occurred at the Hamid Karzai International Airport in Kabul, Afghanistan. Reports indicate that a suicide bomber detonated explosives at an airport entrance, with another explosion occurring shortly afterward. The first blast killed at least 90 Afghan civilians, while 13 American servicemembers also lost their lives. Over 150 individuals have been injured. The Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP) has claimed responsibility for the attack, which comes amid the ongoing 2021 evacuation of Afghanistan and heightened security concerns.

Following the fall of Afghanistan to Taliban control earlier in the month, the Hamid Karzai International Airport had become the principal way out of the country for many desperate civilians. However, security concerns had been mounting in recent weeks, with warnings from UK and US officials about credible threats of attack from jihadist militants. Hours before the suicide bombings, US diplomats had advised Americans outside the airport's gates to leave the area immediately.

ISIL-KP is widely believed to have been behind the attack. Taliban officials and foreign troops have confirmed the death toll, while up to five US personnel were also injured. The Baron Gate, which leads to nearby Baron Hotel, was the site of the second explosion. The Baron Hotel has been used by American citizens seeking rescue and refuge, as well as by Afghan civilians fleeing Taliban rule.

In the aftermath of the attack, both the Taliban and Afghan officials have condemned the incident, with the Taliban spokesperson tweeting that ""evil circles will be strictly stopped."" International leaders have expressed their condolences and solidarity with Afghanistan, with French President Emmanuel Macron echoing the need for coordinated action with American allies. The tragedy marks one of the deadliest attacks in Afghanistan in recent years and underscores the ongoing security challenges facing the region."
18,38,"UPDATED VERSION:

Following the Taliban's return to power in Afghanistan and their declaration to re-establish the Islamic Emirate of Afghanistan, the United States has launched an airstrike against Islamic State militants in Nangarhar province. The strike, carried out by an MQ-9 Reaper drone with guided munitions, resulted in the killing of two ISIL-KP members and injuring a third. Reports suggest that one of the militants killed was planning to carry out further attacks in Kabul. The United States had planned the strike to minimize civilian casualties, and CENTCOM has stated that they do not believe any civilians were harmed in the attack. The strike occurred in the wake of the Taliban's rise to power and their takeover of Kabul in August 2021."
19,39,"UPDATED VERSION:

On 26 August 2021 at 17:50 local time (13:20 UTC), a suicide bombing took place at Hamid Karzai International Airport in Kabul, Afghanistan during the evacuation from Afghanistan, killing at least 182 people, including 13 members of the United States military and 169 Afghan civilians. The Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP) claimed responsibility for the attack. The attack came after heightened security concerns following the fall of Afghanistan to Taliban control and hundreds of members of ISIL-KP escaping from jails at Bagram and Pul-e-Charkhi. The attack took place at Abbey Gate, where a suicide bomber detonated an explosive, leading to gunfire and the closure of all gates to the airport.

Hours before the attack, US diplomats in Kabul had warned American citizens to leave the airport due to security threats. United Kingdom Armed Forces Minister James Heappey and embassies from the United States, United Kingdom, and Australia had also warned of high security threats on the airport.

Following the attack, on 27 August, the United States launched an airstrike against an ISIL-KP member in Nangarhar Province, killing two Islamic State members and wounding a third. It was reported that one of those killed was planning more attacks in Kabul. The strike was carried out by an MQ-9 Reaper drone with guided munitions to minimize civilian casualties. 

The Taliban and ISIL-KP, despite both being jihadist groups, are enemies and have fought a bloody war among each other. General Kenneth F. McKenzie Jr., head of the US Central Command (CENTCOM), said there was no indication that the Taliban allowed the attacks to happen. Through a tweet by their spokesperson, the Taliban condemned the attack, saying ""evil circles will be strictly stopped."" The Taliban later announced that they would take every possible measure to capture ISIL-KP leader Shahab al-Muhajir.

Many nations expressed condemnation for the Kabul airport attack and solidarity with the victims and troops conducting evacuations at the airport. The European Commission and the United Nations likewise condemned the attack. German Chancellor Angela Merkel cancelled an upcoming trip to Israel and stayed in Germany to monitor the evacuation of German troops. The United Kingdom said civilian evacuations would continue in spite of the attack.

US President Joe Biden made a public address following the attack, honoring the American service members who were killed and expressing deep sorrow for the Afghan victims as well. He stated that the US had evacuated more than 100,000 Americans, Afghans, and others, and vowed to hunt down those who wished harm upon the US."
20,40,"UPDATED VERSION:

The United States and the Islamic Emirate of Afghanistan have unofficially started relations on August 15, 2021, after the Taliban returned to power and declared intentions to re-establish the Islamic Emirate. However, the US does not recognize the Taliban as a government but says it could recognize a government that respects basic rights. On August 27, the Taliban appointed Khalil Haqqani, a designated terrorist with a US$5 million bounty, as head of security in Kabul. The Taliban condemned the 2021 Kabul airport attack by ISIS-K and pledged to capture its leader. In response, the US launched an airstrike on August 27, killing two ""high-profiled"" ISIS targets and injuring another. However, the Taliban condemned the airstrike as a ""clear attack on Afghan territory""."
21,43,"UPDATED VERSION:

Following the Taliban's return to power in Afghanistan and their announcement to re-establish the Islamic Emirate of Afghanistan, at least three known drone strikes have been conducted in the country. The most recent strike, carried out by the United States, targeted a vehicle driven by an aid worker for U.S.-based Nutrition and Education International, who was bringing home water for his family. The strike resulted in the deaths of at least 10 people, including seven children. Some of the victims had previously worked for international organizations and held visas allowing them entry to the United States. Reports indicate that other civilians were also killed in the attack, with the majority of the casualties being residents of the area.

The first strike occurred on August 27, 2021, targeting an IS-K member in Nangarhar Province. The target, who was riding in a vehicle, was killed alongside another high-profile member, while a third militant was injured. These two individuals were described as a planner and a facilitator. This strike took place a day after the 2021 Kabul airport attack, which resulted in the deaths of over 180 people.

The second strike took place on August 29, 2021, and targeted a vehicle carrying a family of nine people. The U.S. claimed they were targeting an ISIS-K suicide bomber and accomplices, but reports indicate that the strike resulted in the deaths of at least six children and other civilians.

The drone strikes have sparked controversy and led to calls for greater accountability and transparency in the use of unmanned weapons. The United States has not announced any official investigations into the strikes."
22,45,"UPDATED VERSION:

The Panjshir conflict continues to escalate as the National Resistance Front of Afghanistan claims that their fighters have killed eight Taliban members in clashes in the Panjshir Valley - the last holdout outside Taliban control. The Taliban has deployed a significant number of forces near the valley, heightening fears of an all-out assault. Negotiations between the two sides are ongoing, but a peaceful resolution remains uncertain. The international community has yet to show public support for the resistance, with focus continuing to be on the ongoing evacuation of Kabul and seeking the Taliban's cooperation. Tajiks from Kulob, Tajikistan, have reportedly volunteered to prepare to fight against the Taliban, despite warnings from Tajik officials that it could be deemed illegal."
23,47,"UPDATED VERSION:

The Panjshir conflict between the Taliban and the National Resistance Front of Afghanistan (NRFA) has escalated with the Taliban entering the Panjshir Valley to clash with NRFA forces led by Ahmad Massoud. The Taliban reports gaining some territory, including capturing three districts previously held by the NRFA, while both sides claim heavy casualties. The conflict began on August 17, 2021, following the fall of Kabul, when Saleh declared himself President of Afghanistan from the Panjshir Valley and vowed to continue military operations against the Taliban. The resistance initially gained support, with Afghan National Army commanders and soldiers and other anti-Taliban activists joining their movement. The region is largely contiguous with Panjshir Province, and it has natural defenses in the form of the Hindu Kush mountains, making it difficult to conquer for the Soviet Union during its invasion in the 1980s and for the Taliban during the civil war in the 1990s. However, the Taliban managed to gain control of most of the country, including Kabul, within a few days, and the resistance remained confined to the Panjshir Valley.

On August 23, 2021, both sides attempted to negotiate a settlement, with the Taliban reportedly willing to seek peaceful means to end the conflict, but talks broke down on September 1, 2021, leading to resumed fighting. The Taliban gave the resistance a four-hour ultimatum to surrender, which Massoud rejected. The Taliban then dispatched hundreds of its fighters to the Panjshir Valley, and both sides engaged in heavy fighting. On August 26, 2021, a ceasefire was declared, and the Taliban and the resistance entered into talks, but the talks failed on September 1, 2021. On August 27, 2021, Tajiks from Kulob, Tajikistan volunteered to prepare to fight against the Taliban, despite warnings from Tajik officials that it can be deemed illegal, while the international community remained largely silent on the conflict.

As of now, the situation remains highly uncertain, with the Taliban attempting to gain control of the Panjshir Valley, and the resistance fighting fiercely to hold onto its last stronghold. The conflict represents a potential turning point in the Taliban's rule, as failure to quell the resistance could signal the beginning of a prolonged insurgency against their rule."
24,48,"UPDATED VERSION:

Operation Allies Refuge was a United States military operation launched by the Biden administration to evacuate at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants from Afghanistan. The operation was concurrent with the larger American military withdrawal from Afghanistan and focused on helping NATO and regional allies in their respective evacuation efforts from Hamid Karzai International Airport in the country's capital of Kabul.

The US military airlifted SIV applicants to the United States, where they were temporarily housed while they completed their SIV requirements. The operation's name was unveiled on July 14, 2021. On July 22, the U.S. House of Representatives passed the Averting Loss of Life and Injury by Expediting SIVs (ALLIES) Act to expedite the Afghan SIV process.

On August 15, following the fall of Kabul to the Taliban, the Pentagon and the State Department launched a new effort to airlift all SIV applicants, embassy personnel, American nationals, and eligible Afghans seeking to flee the country. Operation Allies Refuge became concurrent with this effort to evacuate Afghanistan.

The evacuation effort continued for several days, with more than 82,300 people evacuated from the country. On August 27, the US announced that it would open military bases to hold up to 5,000 Afghan nationals who are applying for Special Immigration Visa or are deemed to be ""at risk.""

While the Taliban's conquest of the country led to the disintegration of the Afghan Armed Forces, an armed remnant of mostly 500-600 Afghan Commandos were still active in the airport assisting US troops in providing perimeter security. The Pentagon said these Afghan troops would also be evacuated if they desired.

As of September 7, White House Chief of Staff Ron Klain reported that around 100 Americans remain in Afghanistan following the August 31 withdrawal deadline, and that the Biden administration is still working to rescue them."
25,51,"UPDATED VERSION:

At 20:47 local time on September 7, an earthquake with a moment magnitude of Mw 7.0 hit just outside the popular tourist city of Acapulco in Guerrero, Mexico. The powerful earthquake caused extensive damage, killed at least one person, and left over 1.6 million residents without electricity. The earthquake occurred on the same day as the 2017 Chiapas earthquake that killed over 100 people. The tremor was a thrust faulting event located near the boundary of the Caribbean Plate and Cocos Plate, which according to the U.S. Geological Survey, caused a rupture size of 40x20 km. It occurred at the southern edge of the Guerrero Gap, where the seismic gap could generate a magnitude 8.0 earthquake. A small tsunami measuring 1.2 feet or 0.37 meters recorded in Acapulco. In Acapulco, a few buildings swayed and were damaged, and several gas leaks and power outages were reported. The mayor of Acapulco, Adela Román, has urged for residents to remain calm while the situation is being assessed."
26,53,"UPDATED VERSION:

Operation Allies Refuge was a United States military operation aimed at evacuating at-risk Afghan civilians, including interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants. U.S. personnel also provided assistance to NATO and regional allies in their evacuation efforts from Hamid Karzai International Airport in Kabul. The operation was part of the larger American military withdrawal from Afghanistan, and its primary objective was to evacuate all eligible foreigners and vulnerable Afghans. 

One of the main components of the operation was airlifting SIV applicants to the United States, where they were temporarily housed by the U.S. military while they completed their SIV requirements. The operation's name was unveiled by the Biden administration in July 2021, and by August 27, the Pentagon had confirmed that nearly 100,000 people had been evacuated from Afghanistan.

On September 7, US Secretary of State Antony Blinken announced that the US had evacuated 124,000 people from Afghanistan since August 14, including 6,000 US citizens. It is believed that thousands of Afghans, including SIV applicants, were still awaiting evacuation as of September 2021.

Despite the operation's success in evacuating a large number of people from Kabul, it was not without casualties. At least 200 people were killed during the operation, including 13 US service members, in a suicide bombing attack at the airport on August 26. On September 2, a nine-month-old baby died after arriving at the Philadelphia International Airport in Pennsylvania, making her the first death of an evacuee on American soil.

As of September 2021, the situation in Afghanistan remains uncertain following the Taliban's takeover. The US and its allies continue to work on evacuating vulnerable Afghans, including SIV applicants, and providing humanitarian aid to those left behind."
