,idx,response
10,29,"Operation Allies Refuge is an ongoing United States military operation to evacuate at-risk Afghan civilians, including interpreters, U.S. embassy employees, and Special Immigrant Visa (SIV) applicants from Afghanistan. The operation began on July 14, 2021, with the official unveiling of its name by the Biden administration. As of recent news, the United States Army major general William D. Taylor has announced that the United States has evacuated 17,000 people, including 2,500 Americans, in the past few weeks. The operation saw the deployment of around 6,000 U.S troops to the Kabul International Airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. The operation expanded on August 22, with the Department of Defense ordering the activation of the Civil Reserve Air Fleet to assist in the evacuation. By August 16, at least eight people had been killed at the Kabul International Airport, while the Pentagon has reported that two armed men who fired into a crowd were killed by U.S. troops."
11,30,"

Operation Allies Refuge is an ongoing United States military operation to airlift at-risk Afghan civilians, including interpreters, U.S. embassy employees, and Special Immigrant Visa (SIV) applicants, from Afghanistan, with a particular focus on Kabul International Airport. In response to the deteriorating situation in the country, the Biden administration announced on August 12 that 3,000 U.S. troops would be deployed to Kabul International Airport to evacuate embassy personnel, U.S. nationals, and SIV applicants. Shortly after the fall of Kabul on August 15, the U.S. military expanded its presence at the airport to nearly 6,000 troops, and by August 22, the U.S. Department of Defense had activated 18 planes through the Civil Reserve Air Fleet to assist in the evacuation of American citizens. As of August 20, the operation had successfully evacuated approximately 12,700 people from Afghanistan. The operation was officially named Operation Allies Refuge and was announced on July 14 by the Biden administration. The Pentagon confirmed that at least eight people had been killed at Kabul International Airport during the evacuation, and two armed men were killed by U.S. troops for firing into a crowd. Austin also announces that the U.S. Department of Defense will activate the Civil Reserve Air Fleet for the third time and send 18 planes that will be used by the U.S. military to help evacuate American citizens."
12,31,"

Operation Allies Refuge, the United States military's ongoing mission to airlift at-risk Afghan civilians and applicants of Special Immigrant Visas, continues with the recent announcement from Fox News CEO Suzanne Scott regarding their successful evacuation of 24 people from Afghanistan, three of whom are Afghan nationals who aided the network's coverage of the war. The operation was officially launched on July 14 by the Biden administration, and as of August 20, nearly 12,700 people have been evacuated from the country through 16 flights. On August 22, the Department of Defense further activated the Civil Reserve Air Fleet to aid in the evacuation efforts, utilizing 18 commercial planes to transport Afghans to U.S. bases in Bahrain, Qatar and the UAE for further transport to Europe and ultimately to the United States. Despite successful efforts, the operation still carries a considerable risk, with at least eight casualties reported at the Kabul International Airport as thousands of people continue to desperately try and board planes, and two armed men fired into crowds before being killed by U.S. troops."
13,32,"

Operation Allies Refuge is an ongoing U.S. military operation to airlift at-risk Afghan civilians, particularly interpreters, embassy employees, and other Special Immigrant Visa applicants, from Afghanistan. On August 22, the Department of Defense ordered the activation of the Civil Reserve Air Fleet to assist in the evacuation. President Joe Biden announced that American troops may remain in Afghanistan beyond the August 31 deadline and that 11,000 people were evacuated from the country in the past 36 hours. The mission, which began on July 14, aims to evacuate 20,000 SIV holders and applicants. As of August 21, approximately 17,000 people, including 2,500 Americans, have been evacuated from the country. Despite the ongoing airlift, the situation remains precarious, with at least eight casualties recorded at the Kabul International Airport, and the Taliban warning against extending the U.S. military presence in the country."
14,33,"The Panjshir conflict between the Islamic Republic of Afghanistan, including the Panjshir resistance, and the Islamic Emirate of Afghanistan (controlled by the Taliban) continues to escalate even after the Taliban took control of Kabul on August 17, 2021. The Panjshir resistance, led by Ahmad Massoud and self-proclaimed acting president Amrullah Saleh, continues to hold the Panjshir Valley against the Taliban. Despite attempts at a negotiated end to the impasse, Ahmad Massoud refuses to surrender and warns that war is ""unavoidable"" if the Taliban refuse dialogue on the formation of a comprehensive government. Meanwhile, the USA and Western forces have been lowly supportive of this movement due to ongoing evacuations in Kabul, which depend entirely on the Taliban's benevolence. Ahmad Massoud's Washington Post op-ed requesting Western support has been analyzed as evidence of the absence of direct communication and support between the resistance and the US government."
15,34,"

Operation Allies Refuge is an ongoing United States military operation to airlift selected at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, from Afghanistan. U.S. personnel, along with German and American forces, continue to assist with evacuation efforts at Kabul International Airport. On August 22, the Department of Defense ordered the activation of the Civil Reserve Air Fleet to assist in the evacuation. The current activation is for 18 planes: four from United Airlines; three each from American Airlines, Atlas Air, Delta Air Lines and Omni Air; and two from Hawaiian Airlines. Commercial airline pilots and crews would help transport thousands of Afghans who are arriving at U.S. bases in Bahrain, Qatar and the United Arab Emirates. From the bases in the Middle East, the airliners would augment military flights carrying Afghans to Germany, Italy, Spain and other stops in Europe, and then ultimately to the United States. However, a security guard was killed and three more people were wounded on August 23 in a gunfight between an unknown gunman and Afghan forces at the north gate of Kabul airport, with German and American forces also involved in the shooting."
16,35,"

The 2021 Niger attacks have continued with devastating effect as Islamist militant groups target civilians and soldiers in Niger, with many of the attacks taking place in the western region of Tillabéri. The attacks have resulted in the deaths of 508 people and more than 100 others have been injured. The frequency of the attacks has increased throughout the year, with attacks occurring every month. This year, two major attacks in January and March resulted in the deaths of over 100 civilians each time. Recently, Boko Haram militants attacked a military post in Diffa, Niger, killing 16 soldiers and wounding nine others. Around 50 Islamist insurgents were killed during the ensuing gunfight. The situation in Niger remains unstable, with Islamist militant groups operating across borders and killing innocent civilians and soldiers alike."
17,36,"

On 26 August 2021, a devastating suicide bombing occurred at an entrance of Hamid Karzai International Airport in Kabul, Afghanistan, killing at least 90 Afghan civilians and 13 American servicemembers, with more than 150 other people wounded. The attack was claimed by ISIL-KP, who had issued threats against the airport in the preceding days. The airport had become the only secure way out of Afghanistan after the Taliban takeover on 15 August 2021, prompting security concerns due to hundreds of ISIS-K members escaping from jail. Before the attack, US diplomats in Kabul had warned American citizens to leave the airport due to increased security threats, with officials from the UK and Australia also warning about high-security threats. The Taliban condemned the attack, while French President Emmanuel Macron expressed full support for coordinating with American allies in response to the attack."
18,38,"

After the Taliban's takeover of Afghanistan and their announcement to re-establish the Islamic Emirate, the United States launched several drone strikes against terrorist members. In one instance on August 27, 2021, an MQ-9 Reaper drone was used to carry out an airstrike against an ISIL-KP member in Nangarhar Province. Two defense officials reported that the targeted individual, who was traveling in a vehicle with one associate, planned the 2021 Kabul airport attack against the US. CENTCOM conducted the strike with guided munitions to minimize civilian casualties and does not believe any non-combatants were killed. In a subsequent mission, the US launched an airstrike in Nangarhar that resulted in the death of two Islamic State members and injured a third, with the military claiming that one of those killed was planning additional attacks in Kabul."
19,39,"

On August 26, 2021, a suicide bombing took place at Hamid Karzai International Airport in Kabul, Afghanistan, during the evacuation process from the country. The attack was carried out by the Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP) and resulted in at least 182 deaths, including 13 members of the United States military and 169 Afghan civilians. Following the attack, the United States launched an airstrike on August 27 in Nangarhar Province, killing two ISIL-KP members and wounding a third, one of whom was reportedly involved in planning further attacks in Kabul. The attack heightened concerns over security threats that had already grown due to the Taliban's takeover of Afghanistan, which occurred on August 15, 2021, making Hamid Karzai International Airport the only route to flee the country. Despite the outcry and condemnation from nations around the world, the Talibans stated that the evacuation mission had ended on August 31, 2021."
20,40,"

Relations between the United States and the Islamic Emirate of Afghanistan began on August 15, 2021, when the Taliban returned to power and announced their intention to establish the Islamic Emirate once again. However, the United States doesn't officially recognize the Taliban as the government of Afghanistan, but they could consider a government that respects human rights. On August 27, the Islamic Emirate appointed Khalil Haqqani, a designated terrorist and veteran of the Soviet-Afghan War, as the head of security in Kabul, which sparked concern in the United States. After the ISIS-K claimed responsibility for the Kabul airport attack, the Taliban condemned the attack and announced they would take action against the group. The United States launched an airstrike on August 27 that killed two ""high-profiled"" ISIS targets and a third person injured. Nevertheless, Taliban spokesperson Zabiullah Mujahid criticized the attack, stating that it was a ""clear attack on Afghan territory"" on August 28."
21,43,"

Since the Taliban's return to power in Afghanistan and their intentions to re-establish the Islamic Emirate of Afghanistan, there have been several drone strikes against the country in 2021. On August 27, the United States launched an airstrike targeting an IS-K member resulting in the death of two high-profiled members, while a third militant was injured. A day later, on August 28, a U.S. airstrike targeted a vehicle carrying a family of nine people killing all nine occupants, including six children. The U.S. claims they targeted ""an ISIS-K suicide bomber and accomplices,"" but there are reports of other civilians being killed. In the latest incident, a U.S. airstrike on September 9 targeted a vehicle driven by an aid worker for U.S. based Nutrition and Education International, resulting in the death of at least ten people, including seven children. Some of the casualties were residents of the area and had previously worked for international organizations, holding visas that allowed them entry to the United States. The majority of the casualties were civilians."
22,45,"The Panjshir conflict continues between the National Resistance Front of Afghanistan and the Taliban, with the former claiming to have killed eight Taliban members in clashes in the Panjshir Valley, the last remaining area outside Taliban control. Negotiations are still ongoing to resolve the issue while a large number of Taliban forces have been deployed near the valley. The resistance has previously claimed to have captured several districts in the area, while Taliban forces attempted to break into Panjshir from Andarab. The situation remains tense, with the resistance continuing to hold their ground against the Taliban."
23,47,"

The Panjshir conflict between the Islamic Emirate of Afghanistan (controlled by the Taliban) and the de facto control of the former Islamic Republic of Afghanistan, including the National Resistance Front, continues. Clashes have intensified as the Taliban entered the Panjshir Valley and fought with the National Resistance Front forces led by Ahmad Massoud. Both sides claim heavy casualties and some territorial gains. Negotiations have failed, with the Taliban demanding that Massoud accept a centralized government without elections, which he rejects in favor of a decentralized government that respects civil and semi-autonomy rights. There has been no public support from the international community, which is focused on the ongoing evacuation of Kabul and seeking the Taliban's cooperation to do so. Tajiks from Kulob, Tajikistan, have volunteered to prepare to fight against the Taliban, despite warnings from Tajik officials that it can be deemed illegal."
24,48,"Operation Allies Refuge was a United States military operation to airlift at-risk Afghan civilians, particularly interpreters, embassy employees, and other prospective Special Immigrant Visa (SIV) applicants from Afghanistan. The operation assisted NATO and regional allies in their respective evacuation efforts from Hamid Karzai International Airport in Kabul concurrent with the larger American military withdrawal from the country. The operation's name was unveiled on 14 July 2021, and on 22 July, the U.S. House of Representatives passed the Averting Loss of Life and Injury by Expediting SIVs (ALLIES) Act to increase the visa cap for Afghan interpreters and to expedite the Afghan SIV process. SIV applicants were airlifted to the United States, where they were temporarily housed by the U.S. military while they completed their SIV requirements. As of September 2, around 100 Americans remain in Afghanistan following the August 31 withdrawal deadline, according to White House Chief of Staff Ron Klain, who also stated that the Biden administration will continue to try and rescue them. The operation saw over 116,000 people evacuated from Afghanistan, including interpreters, embassy personnel, U.S. citizens and vulnerable Afghans. However, the evacuation was not without casualties, with over 180 people being killed at or near Kabul International Airport, including 13 U.S. service members, and a nine-month old baby dying after arriving in the U.S. on September 2."
25,51,"An earthquake with a moment magnitude Mw 7.0 hit near Acapulco, Guerrero, Mexico at 20:47 local time on September 7, leaving over 1.6 million people without power and causing the death of at least one person. The earthquake was a thrust faulting event along the subduction zone boundary of the Caribbean and Cocos Plates and had a rupture size of 40x20 km, according to the U.S. Geological Survey. The earthquake occurred in the southern extent of the Guerrero Gap, which has the potential of generating an earthquake of magnitude 8.0. The tsunami that followed measured 1.2 feet or 0.37 meters in Acapulco, and damage was reported, with a few buildings being damaged and gas leaks reported. The mayor of Acapulco urged residents to remain calm during the situation. This earthquake happened on the anniversary of the 2017 Chiapas earthquake, which caused death and severe destruction."
26,53,"Operation Allies Refuge, a United States military operation to airlift at-risk Afghan civilians, has made progress with the recent evacuation of 21 American citizens from Afghanistan, according to U.S. Secretary of State Antony Blinken. The operation was launched to help U.S. embassy employees, interpreters, and other prospective Special Immigrant Visa (SIV) applicants evacuate the country as part of the larger American military withdrawal. Since the operation's launch, thousands of people have been airlifted from Afghanistan to countries like the United States for temporary housing and SIV processing. Despite progress, the operation has been plagued by casualties, including a suicide bombing attack at the airport that killed 182 people and wounded more than 200 others. The Biden administration has vowed to continue evacuation efforts for those still at risk."
27,56,"Since January 2001, the United States government has conducted multiple drone strikes in Afghanistan, killing at least 4,138 people, including 310 civilians and 73 children. During Donald Trump's presidency, it was estimated that drone strikes had multiplied at a pace four to five times compared with the previous presidency of Barack Obama. The number of U.S. drone strikes remains controversial, with a recent admission by Marine Corps General Kenneth F. McKenzie Jr. acknowledging that a drone strike conducted by the U.S. military on August 29 near Kabul International Airport killed 10 civilians instead of ISIL-K militants. Many have criticized the U.S. government for the high number of civilian casualties and the legality of the drone strikes, including Amnesty International USA."
28,57,"On September 18, 2021, a rally titled ""Justice for J6"" was held near the United States Capitol in solidarity with the individuals who were arrested for their involvement in the January 6 Capitol riot. The event, organized by Look Ahead America, attracted a small crowd of around 400 to 450 people, with four participants being arrested for various felonies. In response to fears of possible violence, a fence was erected outside the Capitol building. Former President Donald Trump called the rally a ""setup"", urging Republican voters not to attend. Far-right groups like the Proud Boys also discouraged members from participating. Despite criticisms of the security measures, the event lasted without major incidents."
29,59,"

On 19 September 2021, a suspected mass murder occurred at a residential property on Chandos Crescent in Killamarsh, Derbyshire, resulting in the death of three children and one adult. The victims were later identified as siblings Lacey Bennett (11) and John Paul Bennett (13), their mother Terri Harris (35), and Lacey's friend Connie Gent (11). A 31-year-old man, Damien Bendall of Killamarsh, has since been charged with four counts of murder by the Derbyshire Constabulary in connection with the incident. Killamarsh, located in the far north of Derbyshire, has become an outer commuter suburb of Sheffield, South Yorkshire as the city has expanded to the south and east."
30,63,"

On September 25, 2021, an Amtrak passenger train derailed outside the town of Joplin, Montana, killing at least three people and injuring at least 50 others. The train was carrying 147 passengers and 13 crew members at the time of the accident. The incident occurred at approximately 4:00 p.m. MT. Rescue operations were immediately launched, and the injured were transported to nearby hospitals. The cause of the derailment is yet to be determined."
31,65,"Qatari citizens made history on 2 October 2021 by casting their votes in the country's first-ever legislative elections to elect 30 members of the Consultative Assembly. Originally scheduled to be held in 2013, the elections were postponed to 2016 and then to 2019 before being delayed once more due to the COVID-19 pandemic. The electoral law mandates that 30 members are elected from single-member constituencies by first-past-the-post voting while the remaining 15 members will be appointed by the Emir. The law specifies that candidates must be at least 30 years old and of Qatari origin, a requirement that has faced protests as it limits voting to descendants of people who held citizenship in 1930 and bars naturalized citizens and members of the Al Murrah tribe from contesting the election. With a total of 284 candidates on ballots, including 29 women running as independents, political parties remain banned in Qatar."
32,66,"

UPDATED VERSION:

On 3 October 2021, a Pilatus PC-12 plane crashed into an empty building in San Donato Milanese, Lombardy, Italy, resulting in the tragic death of all eight passengers. The incident took place when the private jet lost control and crashed into the unoccupied building. The accident caused a great shock in the region, leaving authorities investigating the cause of the crash. The victims’ identities have not yet been revealed, and further updates are awaited."
33,67,"

The Pandora Papers have revealed a massive offshore financial network used by over 130 billionaires, including numerous celebrities, and over 300 public officials, including 35 national leaders for hidden wealth, tax evasion, and money laundering. The International Consortium of Investigative Journalists (ICIJ) published 11.9 million leaked documents on October 3, 2021, making it the largest offshore data leak in history, surpassing the Panama Papers, with over 29,000 beneficiaries among 27,000 companies. Among those named were Tony Blair, who reportedly saved £312,000 in Stamp Duty through the purchase of a British Virgin Islands company, and over 100 additional billionaires and 30 current and former leaders, with more revelations anticipated as additional documents are processed."
34,68,"The Pandora Papers, consisting of 11.9 million leaked documents and 2.9 terabytes of data, was released on October 3, 2021, by the International Consortium for Investigative Journalists (ICIJ) and is the largest offshore data leak to date, surpassing the 2016 Panama Papers by nearly 500,000 documents. The documents reveal hidden wealth, tax evasion, and money laundering among 27,000 companies and 29,000 beneficiaries in 330 politicians, including 35 national leaders, and over 100 billionaires, including celebrities such as Shakira, Sachin Tendulkar, and Julio Iglesias. Among the featured politicians are former UK Prime Minister Tony Blair and Kenyan President Uhuru Kenyatta. The papers originated from 14 offshore service providers that assist clients in establishing companies in secrecy jurisdictions, with the Panama based law firm Alemán, Cordero, Galindo & Lee mentioned more than any other offshore provider in the documents."
35,70,"

On October 4, 2021, a global outage swept through Facebook and their subsidiaries including Instagram, WhatsApp, and Oculus. The outage lasted for several hours and was believed to be caused by a BGP update from Facebook. Users flocked to other social media platforms like Twitter, causing a strain on their servers. The cause of the outage is still being investigated."
36,73,"

A deadly 5.9 magnitude earthquake struck Harnai, Balochistan, Pakistan on October 7, 2021, killing at least 24 people and injuring around 200 others. The quake occurred near the anniversary of the 2005 Kashmir earthquake that killed 87,000 people. Pakistan is directly influenced by the ongoing oblique convergence between the Indian Plate and Eurasian Plate, and the Balochistan region is highly oblique, involving the large Chaman Fault, a strike-slip structure, and many thrust faults. According to the U.S. Geological Survey, the earthquake occurred during the rupture of a thrust fault under the Sulaiman Mountains and Central Brāhui Range. Troops from the Pakistan Army were dispatched in Harnai to aid in rescue and relief operations, and the Inter-Services Public Relations, army, medical personnel, response workers, and officials are working together to coordinate the rescue and relief works."
37,75,"

On 13 October 2021, a man using a bow and arrow killed five people and injured two others in Kongsberg, Viken, Norway. The attack occurred in several locations, and the perpetrator was arrested by authorities. This violent incident marks a tragic loss of life and has shaken the local community in Norway. Investigations are ongoing to determine the motive for the attack and to provide support for the victims and their loved ones during this difficult time."
38,76,"

On 13 October 2021, a 37-year-old man identified as Espen Andersen Bråthen, a Norwegian convert to Islam with Danish citizenship, killed five people and injured three more using a bow and arrow in Kongsberg, Viken, Norway. Police were already concerned about Bråthen's radicalization prior to the attack. Bråthen had several criminal convictions and was last in police contact in 2020. After a confrontation with armed officers, Bråthen launched the attack which started at a Coop Extra supermarket before he moved to other locations. Bråthen was eventually arrested and has since confessed to the attack. The attack was the deadliest in Norway since the 2011 Anders Behring Breivik attacks. Following the attack, Norwegian police constables were temporarily ordered to carry firearms, and flags were flown at half-mast on all public buildings in Kongsberg."
39,77,"

On 15 October 2021, a suicide bombing claimed by the Islamic State – Khorasan Province (IS-KP) occurred at the Imam Bargah mosque, a Shi'a mosque during Friday prayers in Kandahar, Afghanistan, killing at least 65 people and wounding over 70 others. A week before this attack, another bombing claimed by the IS-KP at a Shi'a mosque in Kunduz resulted in the death of at least 50 people. The Taliban has announced that they will increase security measures at Shi'a mosques to prevent further attacks after the recent bombings, which have claimed the lives of over 120 people."
40,78,"Sir David Amess, the British Conservative Party Member of Parliament for Southend West, was declared a victim of a terrorist incident by police following his stabbing to death on 15 October 2021. This occurred during a constituency meeting at a Methodist church in Leigh-on-Sea, Essex, where he was scheduled to meet with constituents. The attack was carried out by a 25-year-old man who was quickly arrested on suspicion of murder. Amess was a long-serving politician who held no senior positions, campaigning for Brexit and opposing abortion, and had faced harassment and insecurity at his home in the past. The motivations of the attacker are still unknown as police continue their investigations into the incident. The Speaker of the House of Commons announced that the security of MPs will be reviewed, and campaigning activities for the Conservative Party were suspended nationwide until further notice. Yesterday's killing was met with shock and condolences from parliamentary groups and current and former politicians from across the political spectrum, as well as the United Nations Secretary-General's spokesperson. BBC One altered its evening schedule out of respect for the tragedy."
41,79,"A series of protests by the Kosovo Serbs against the Kosovan government ended on 2 October 2021 after an agreement was reached to end the ban on Serbian license plates starting on 4 October 2021. The protests, which had begun on 20 September 2021, were triggered by the government's decision to ban Serbian license plates, a move aimed at mirroring the former ban on Kosovar license plates in Serbia. The ban would have impacted around 9,500 vehicles with Serbian license plates in North Kosovo, who would have had to switch them for Kosovar license plates at a government vehicle registration center. The protests disrupted traffic near border crossings and culminated in arson attacks on two government registration centers on 25 September 2021. The agreement, which also ended the ban on Kosovar license plates in Serbia, is intended as a temporary solution and covers the national symbols and country codes of both license plates with a sticker. A working group to find a more permanent solution to the issue has been formed with negotiators from the governments of Kosovo and Serbia and their proposals will be announced in six months."
42,80,"In October 2021, Sir David Amess, a British Conservative Party politician and Member of Parliament (MP) for Southend West, was fatally stabbed multiple times during a constituency surgery in Leigh-on-Sea, Essex. Ali Harbi Ali, a 25-year-old UK citizen, was arrested at the scene and later charged with murder and the preparation of terrorist acts. Following the attack, Boris Johnson and Sir Keir Starmer paid tribute to Amess at the church hall where he was killed, and a service of remembrance was held by MPs at St Margaret's Church, Westminster. On 21 October 2021, Ali was charged with the murder of Amess and the preparation of terrorist acts, and he is due to stand trial on 7 March 2022. As a result of his death, a by-election was triggered to fill his former seat, and major and minor parties have opted not to stand a candidate in a sign of respect, in line with the 2016 Batley and Spen by-election precedent."
43,82,"Solar cycle 25, which began in December 2019 with a smoothed minimum sunspot number of 1.8 and is expected to continue until 2030, has seen a number of events and developments since its onset. The Solar Cycle 25 Prediction Panel predicted that it would be similar to solar cycle 24, but weaker than the exceptionally strong Modern Maximum. While some predictions ranged from very weak to strong, recent signs suggest that the new cycle is brewing. This includes the second X-class solar flare of the cycle, which erupted recently and may graze Earth with an associated coronal mass ejection at the end of October, potentially impacting satellite communications and sparking bright aurorae. Early signs of the new cycle have included reversed polarity sunspots, supersynoptic maps of magnetic activity, and the percentage of spotless days by year."
44,83,"

The 2021 G20 Rome Summit, which took place on 30-31 October in Rome, Italy, marked the first in-person meeting of the Group of Twenty (G20) since the outbreak of the pandemic. However, Russian President Vladimir Putin and Chinese President Xi Jinping were present via video link. The summit, chaired by Italian Prime Minister Mario Draghi, also saw several world leaders in attendance, including German Chancellor Angela Merkel, US President Joe Biden, and Turkish President Recep Tayyip Erdogan, among others. The main agenda of the summit discussed world issues such as climate change, economic recovery, and the COVID-19 pandemic. The event also witnessed significant outcomes, in which an agreement about a global minimum tax rate of 15% was reached."
45,84,"

On October 31, 2021, a devastating derailment and crash between two trains occurred near Salisbury railway station in Wiltshire, England. The incident took place at Fisherton Tunnel along London Road at approximately 19:00 UTC. Sadly, seventeen people were reported to have been injured, making this incident even more tragic. Emergency police and fire service personnel attended the scene. As authorities continue to investigate the cause of this accident, our thoughts and prayers go out to those affected by this terrible event."
46,85,"

On Monday, November 1, 2021, a tragic incident occurred in the Ikoyi neighborhood of Lagos, Nigeria. At approximately 3 p.m. UTC+01:00, a high-rise building, which was under construction, collapsed, killing at least 15 people and leaving several trapped. This is a significant increase from the previously reported three confirmed deaths. The incident is still under investigation, and rescue operations are underway in an attempt to save any remaining individuals. Our thoughts are with the families and loved ones affected by this tragedy."
