,idx,response
10,29,"Operation Allies Refuge, the United States military operation to airlift at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, has successfully evacuated 17,000 people, including 2,500 Americans, according to United States Army major general William D. Taylor. The operation was launched concurrently with the larger American military withdrawal from Afghanistan and has been ongoing since July 14, with the first group of 200 Afghan interpreters arriving at Fort Lee, Virginia, for SIV processing on July 30. Following the deterioration of the situation in Afghanistan on August 12, the Biden administration announced the deployment of 3,000 U.S. troops to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. Since the fall of Kabul on August 15, the military presence at Kabul International Airport was expanded to nearly 6,000 troops, and the U.S. military took control over the airport's air traffic control. The military operation has successfully evacuated thousands of people from the country, with the Department of Defense activating the Civil Reserve Air Fleet on August 22 to augment military flights and transport Afghans arriving at U.S. bases in Bahrain, Qatar, and the United Arab Emirates."
11,30,"

Operation Allies Refuge, a U.S. military operation aimed at evacuating at-risk Afghan civilians including interpreters, U.S. embassy workers, and other Special Immigrant Visa (SIV) applicants, is ongoing amid the U.S. military withdrawal from Afghanistan. On August 12, the Biden administration announced that 3,000 U.S. troops would be deployed to secure the evacuation at the Kabul International Airport. As of August 22, the Department of Defense has activated the Civil Reserve Air Fleet for the third time, sending 18 planes to assist in the evacuation of American citizens. The Pentagon estimates they have evacuated about 12,700 Afghans so far. However, the operation was marred by casualties, including eight fatalities at the Kabul International Airport, with two people falling to their deaths from the sky while clinging to the landing gear of a departing C-17 cargo plane. Two armed men who fired into a crowd were also killed by U.S. troops."
12,31,"Operation Allies Refuge is a United States military operation currently ongoing in Afghanistan that focuses on the evacuation of at-risk Afghan civilians, including interpreters, embassy employees, and potential Special Immigrant Visa applicants. The operation began in July 2021 and was officially named by the Biden administration. Since then, the operation has been focused on the Kabul International Airport, where US military personnel helps with evacuation efforts of US citizens, permanent residents, and refugees. The operation has seen the successful evacuation of thousands of people from the country, including 24 people evacuated by Fox News, including three Afghan nationals who assisted with the network's coverage of the war. The operation has also been marred by casualties, including multiple deaths at the Kabul International Airport as thousands of people attempted to board departing planes. Despite the challenges and dangers, Operation Allies Refuge remains ongoing in its mission to evacuate at-risk Afghans from the country."
13,32,"The ongoing United States military operation, Operation Allies Refuge, which aims to airlift selected at-risk Afghan civilians, has seen updates. U.S. personnel have been assisting NATO and regional allies in their respective evacuation efforts at Kabul International Airport. On August 12, following the deterioration of the situation in Afghanistan, the Biden administration announced that 3,000 U.S. troops would be deployed to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. As of August 22, nearly 20,000 SIV holders and applicants still remain in the process of being relocated. The Civil Reserve Air Fleet has been activated to assist in the evacuation, and commercial airline pilots and crews will help transport thousands of Afghans to U.S. bases in the Middle East. President Joe Biden recently announced that American troops may remain in Afghanistan beyond the August 31 deadline and revealed that 11,000 people were evacuated from the country over the past 36 hours. The operation's casualties have been devastating, with at least eight people killed at Kabul International Airport, including two who fell to their deaths after clinging to the landing gear of a departing C-17 cargo plane, and three killed after being run over while clinging to the side of an Air Force jet. Two armed men who fired into a crowd were killed by U.S. troops."
14,33,"

The Panjshir conflict, which began on 17 August 2021 following the Fall of Kabul, is an ongoing conflict between the Islamic Republic of Afghanistan, including the Panjshir resistance led by Ahmad Massoud and self-proclaimed acting president Amrullah Saleh, and the Islamic Emirate of Afghanistan controlled by the Taliban. The Panjshir Valley, largely contiguous with Panjshir Province, is currently the only region out of the Taliban's control. The Panjshir resistance, consisting of anti-Taliban forces who have regrouped in the valley, has approximately 9,000 fighters and several armoured humvees at its disposal, according to Massoud. The population of the Panjshir valley consists mainly of ethnic Tajik people, and the valley is well known for its natural defences. Amid attempts to negotiate an end to the political impasse, Massoud has insisted that the Panjshir Valley will not be surrendered to the Taliban and that war is ""unavoidable"" if the Taliban refuse dialogue on the formation of a comprehensive government. The USA and Western forces have been lowly supportive of the Panjshir resistance due to ongoing evacuation of Kabul depending fully on the Taliban's benevolence."
15,34,"Operation Allies Refuge, the United States military operation to evacuate at-risk Afghan civilians, including interpreters and U.S. embassy employees, continues alongside the ongoing American military withdrawal from Afghanistan. On August 22, President Joe Biden announced that American troops may remain in Afghanistan past the August 31 deadline while also reporting that 11,000 people have been evacuated in the past 36 hours. However, on the same day, a security guard was killed and three others were wounded in a gunfight between an unknown gunman and Afghan forces at the north gate of Kabul airport, in which German and American forces were also involved. The operation has seen the previous evacuation of 12,700 people from the country, including 2,500 Americans, with the activation of the Civil Reserve Air Fleet to assist in the evacuation. However, casualties have also been recorded, with at least eight people killed at the Kabul International Airport in the past few weeks, including individuals who fell from departing cargo planes and were run over by U.S. troops."
16,35,"The 2021 Niger attacks continue to wreak havoc as militants target civilians and soldiers in various regions of the country. The death toll has risen to over 500 people with more than 100 others injured. The past few months have seen attacks every month, and the attacks are carried out with increasing frequency. The January attack and March 21 attack have been the deadliest against civilians in the country, marking the first time that over 100 civilians were killed in a single incident. The recent attack on a military post in Diffa saw Boko Haram militants killing 16 soldiers and wounding nine others, while around 50 insurgents were killed in the ensuing gun battle. These attacks signal the growing unrest in Niger, and the authorities are working to curb the violence and ensure the safety of its citizens."
17,36,"On 26 August 2021, a devastating suicide bombing occurred at an entrance of Hamid Karzai International Airport in Kabul, Afghanistan, killing at least 90 Afghan civilians and 13 American servicemembers, leaving more than 150 others wounded. The attack was claimed by the Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP), who have recently threatened the airport. The attack occurred amidst the ongoing evacuation efforts of foreign nationals and Afghans as the Taliban takes control of Afghanistan. After the attack, the airport was closed, and Western countries including the United States, United Kingdom, and Australia urged their citizens to avoid the airport due to continued security threats. The Taliban and international leaders have condemned the attack. The incident marks one of the deadliest attacks against the United States in Afghanistan since 2011."
18,38,"

Following the fall of Kabul to the Taliban in August 2021, there have been several drone strikes in Afghanistan. The most recent strike, carried out by the United States, targeted two members of the Islamic State group in Nangarhar province. The strike also wounded a third member, and reports suggest that one of those killed was planning more attacks in Kabul. The MQ-9 Reaper drone was used to carry out the strike, and officials have stated that guided munitions were used to minimize civilian casualties. While the Taliban have condemned the strikes, the US has stated that they are necessary to prevent further attacks on American troops and citizens in Afghanistan."
19,39,"

On August 26, 2021, a suicide bombing at Hamid Karzai International Airport in Kabul, Afghanistan led to the death of at least 182 people, including 13 members of the United States military and 28 Taliban members. The bomber was later identified as Abdul Rahman al-Logari, a member of the Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP), which claimed responsibility for the attack. The attack occurred during a chaotic evacuation of Afghanistan after the Taliban assumed control of the country in mid-August, and concerns about security at the airport were high due to reports of increased activity by ISIL-KP. On August 27, the United States launched an airstrike against an ISIL-KP member in Nangarhar Province, killing two members and wounding a third, including a planner in Kabul. The Taliban and ISIL-KP, although both jihadist groups, have fought each other. The Taliban condemned the attack and vowed to take measures to capture ISIL-KP leader Shahab al-Muhajir. Numerous countries expressed condemnation of the attack and support for those affected, including the United States, United Kingdom, and United Nations. Civilians claimed that the attack strengthened their resolve to evacuate, and many continue to be evacuated despite the tragedy."
20,40,"On August 15, 2021, the Taliban returned to power in Afghanistan and proclaimed intentions to re-establish the Islamic Emirate. Despite this, the United States does not officially recognize the Islamic Emirate of Afghanistan as a government, stating they could only recognize a government that respected basic rights. On August 27, the Islamic Emirate appointed Khalil Haqqani, a designated terrorist and former Soviet-Afghan War and war on terror veteran, as head of security in Kabul. The same day, the US launched an airstrike killing two ""high-profiled"" ISIS targets and injuring a third following the 2021 Kabul airport attack. The Taliban condemned the attack as a ""clear attack on Afghan territory."" In response to the attack, the Islamic Emirate of Afghanistan stated their commitment to pursue and capture ISIS-K leader Shahab al-Muhajir, who claimed responsibility for the airport attack."
21,43,"

Following the Taliban's takeover of Afghanistan and their announcement of the re-establishment of the Islamic Emirate, the country has witnessed multiple drone strikes. The most recent incident involves a U.S. airstrike that targeted a vehicle driven by an aid worker for U.S.-based Nutrition and Education International, resulting in the deaths of at least 10 people, including seven children. Some of those killed held visas allowing them entry into the United States and were former employees of international organizations. The majority of casualties were local residents. This follows an earlier U.S. drone strike that killed two high-profile members of the IS-K group. While the Taliban has condemned the drone strikes, the increasing number of civilian casualties is a growing concern."
22,45,"The Panjshir conflict has continued between the Islamic Republic of Afghanistan and the Taliban-controlled Islamic Emirate of Afghanistan, with the Panjshir Valley being the last remaining area outside of Taliban control. The National Resistance Front of Afghanistan, led by Amrullah Saleh and Ahmad Massoud, has engaged in ongoing clashes with the Taliban, with their fighters reportedly killing eight Taliban members in recent battles. Despite the deployment of a large number of Taliban forces near the valley, negotiations are currently taking place in an attempt to resolve the conflict peacefully. The international community has yet to provide significant support for the resistance, with the US and other countries focused on evacuating their citizens from Kabul and seeking cooperation from the Taliban."
23,47,"

The Panjshir conflict continues as the Taliban has entered the Panjshir Valley and clashed with National Resistance Front of Afghanistan forces led by Ahmad Massoud. Both sides report heavy casualties and the Taliban claims to have gained some territory. The former Islamic Republic of Afghanistan, including the National Resistance Front, had de facto control over the valley, which is largely contiguous with Panjshir Province and is known for its natural defences. The Panjshir Valley has never fallen to foreign invaders, including the Soviet Union in the 1980s and the Taliban during the civil war of the 1990s. The population of the Panjshir Valley consists primarily of ethnic Tajik people, while the majority of the Taliban are Pashtuns. The conflict began on August 17, 2021, following the Fall of Kabul and Amrullah Saleh assuming the Afghan presidency and declaring the resistance. The Taliban and resistance forces declared a ceasefire ten days later, but talks broke down on September 1, 2021, leading to resumed fighting. As of now, the international community has not provided public support for either side in the conflict."
24,48,"Operation Allies Refuge was a United States military operation to airlift at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and Special Immigrant Visa (SIV) applicants. The operation was concurrent with the larger American military withdrawal from Afghanistan and the evacuation of all eligible foreigners and vulnerable Afghans. Following the fall of Kabul, Operation Allies Refuge became concurrent with a new effort to airlift all SIV applicants, embassy personnel, American nationals, and eligible Afghans seeking to flee the country. On September 7th, White House Chief of Staff Ron Klain reported that around 100 Americans remain in Afghanistan following the August 31 withdrawal deadline, and the Biden administration will still attempt to rescue them. The operation led to the evacuation of at least 120,000 people, including roughly 6,000 American citizens and 7,000 SIV applicants, with thousands more still seeking evacuation. However, the operation was marked by tragedy, as at least 183 people, including thirteen U.S. service members, were killed in a suicide bombing at Kabul's airport on August 26th."
25,51,"On September 7, a 7.0 magnitude earthquake hit just outside of Acapulco, Guerrero, Mexico, leaving over 1.6 million without power and resulting in at least one death. The earthquake occurred on the anniversary of the 2017 Chiapas earthquake and was a thrust faulting event located on or near the subduction zone boundary of the Caribbean Plate and Cocos Plate. The rupture size, as measured by the U.S. Geological Survey, was 40x20 km, and the earthquake took place at the southern extent of the Guerrero Gap, a seismic gap that could generate an 8.0 magnitude earthquake. Buildings in Acapulco were damaged, and there were reports of gas leaks and a small tsunami, measuring 1.2 feet in Acapulco. Mayor Adela Roman urged residents to remain calm while the situation was being assessed."
26,53,"Operation Allies Refuge was a U.S. military operation that aimed to airlift at-risk Afghan civilians, interpreters, and U.S. embassy employees, among others, from Afghanistan. It coincided with the larger American military withdrawal from the country and was in response to the Taliban's resurgence. On August 15, following the fall of Kabul, the operation became concurrent with efforts to evacuate all eligible foreigners, American nationals, and vulnerable Afghans. The Kabul airlift was marked by several deadly incidents, including the suicide bombing attack on August 26 that killed at least 182 people, including 13 U.S. service members. As of September 5, around 100 Americans remain in Afghanistan, with the Biden administration pledging to find ways to rescue them. On September 7, U.S. Secretary of State Antony Blinken announced that 21 Americans have been evacuated from Afghanistan."
27,56,"Since January 2001, the U.S. government has conducted numerous drone strikes in Afghanistan, leading to at least 13,074 airstrikes and the deaths of at least 4,138 people, including 310 civilians and 73 children. During the presidency of Donald Trump, the number of drone strikes increased at a rate of four to five times compared to the previous administration of Barack Obama. However, one of the latest drone strikes on August 29, which was conducted by the U.S. military near Kabul International Airport, resulted in the deaths of 10 civilians rather than ISIL-K militants as initially reported. Marine Corps General Kenneth F. McKenzie Jr. acknowledged the error, bringing further criticism to the U.S. government for the number of civilian casualties resulting from drone strikes. Amnesty International USA has also questioned the legality of these attacks."
28,57,"On September 18, 2021, a rally was held near the United States Capitol to show support for those arrested for their roles in the January 6 Capitol riot. The rally, titled ""Justice for J6"" and organized by Look Ahead America, was attended by a small crowd of around 400 to 450 people. Security concerns led to the restoration of the Capitol's protective fencing and the closure of multiple congressional offices. At least four participants were arrested, with one found to be in possession of a knife and another in possession of a gun. The rally received criticism from Former President Donald Trump, who called it a ""setup,"" and Republicans distanced themselves from the demonstration. Despite law enforcement warnings of potential violence, the rally remained relatively peaceful."
29,59,"

On 19 September 2021, a suspected mass murder took place at a residential property on Chandos Crescent in Killamarsh, Derbyshire, resulting in the deaths of three children and one adult. On 22 September, the Derbyshire Constabulary charged a 31-year-old man named Damien Bendall from Killamarsh with four counts of murder in connection with the incident. The victims were identified as siblings Lacey Bennett and John Paul Bennett, their mother Terri Harris, and Lacey's friend Connie Gent. Killamarsh, a former coal mining town in northern Derbyshire, has become an outer suburb of Sheffield, located just across the border from South Yorkshire. The criminal investigation is ongoing."
30,63,"

On September 25, 2021, an Amtrak passenger train derailed outside the town of Joplin, Montana, killing at least three people and injuring at least 50 others. The train was carrying 147 passengers and 13 crew members at the time of the accident. The westbound train was traveling through the region when it derailed. The survivors were taken to nearby hospitals for medical treatment. The cause of the derailment is still being investigated, and the railway line has been closed for the time being."
31,65,"On 2 October 2021, Qatar made history by holding its first-ever legislative elections, where 30 members of the Consultative Assembly were elected by the public. The initial plans to hold the election in the latter half of 2013 were continuously postponed until Emir Tamim bin Hamad Al Thani announced its official date in November 2020. A total of 284 candidates ran as independents, with 29 women contesting the election. Candidates were required to be at least thirty years old and of Qatari origin, with the thirty members being elected through single-member constituencies and first-past-the-post voting. Voters aged 18 and above participated in the election, with the remaining 15 seats appointed by the Emir according to the constitution. Political parties are still banned, so all candidates ran as independents. Nonetheless, these elections remain a landmark event for a country that had never before seen a democratic vote."
32,66,"

On October 3, 2021, tragedy struck when a Pilatus PC-12 plane crashed into an empty building in San Donato Milanese, Lombardy, Italy, resulting in the deaths of all eight individuals aboard. This devastating accident shook the world as it claimed the lives of these travelers. May they rest in peace, and may we never forget the lessons learned from such a tragedy."
33,67,"

The Pandora Papers, announced by the International Consortium of Investigative Journalists (ICIJ) on October 2, 2021, are 11.9 million leaked documents that expose hidden wealth, tax evasion and money laundering among 330 politicians, including 35 national leaders, and numerous celebrities worldwide. With over 130 billionaires and 29,000 beneficiaries among 27,000 companies, the leaked documents make it the largest offshore data leak in history, surpassing the Panama Papers by nearly half a million documents. The first leaks on October 3, 2021, revealed over 100 billionaires, 30 current and former leaders, and 300 public officials named. Furthermore, the papers disclosed Tony Blair's purchase of a £6.45million property in London by utilizing Romanstone International Limited, a British Virgin Islands company, saving him £312,000 in Stamp Duty, although it was not illegal."
34,68,"The Pandora Papers, one of the largest offshore data leaks in history, have been published by the International Consortium of Investigative Journalists. The 11.9 million leaked documents comprising 2.9 terabytes of data expose hidden wealth, tax evasion, and money laundering practices among 330 politicians, including 35 national leaders, 130 billionaires, and numerous celebrities worldwide, totaling 29,000 beneficiaries among 27,000 companies. This surpasses the Panama Papers by nearly half a million documents. The ICIJ worked with journalists in 117 countries, and prominent names include King Abdullah II of Jordan, former British Prime Minister Tony Blair, and Kenyan President Uhuru Kenyatta. The documents show that up to an estimated US$32 trillion may be hidden from being taxed. The ICIJ is not identifying the source for the documents."
35,70,"

On October 4, 2021, Facebook, Instagram, WhatsApp, and Oculus experienced a widespread outage that lasted several hours, from 15:39 UTC. The cause of the outage was speculated to be a BGP update from Facebook, according to some experts. As a result, users around the world were unable to access these social media platforms and struggled to maintain communication during the downtime. Other social media platforms such as Twitter also reported an increase in activity as users looked for alternative means of communication. The outage serves as a reminder of the increasing dependence on social media platforms and the need for robust backup plans in the event of such disruptions."
36,73,"

A powerful earthquake struck Harnai, Balochistan, Pakistan, on 7 October 2021, killing at least 24 people and injuring around 200 others. The 5.9 magnitude quake occurred near the anniversary of the devastating 2005 Kashmir earthquake, which claimed the lives of 87,000 people. The country sits on the boundary of the Indian Plate and Eurasian Plate, with thrust faulting in the Hindu Kush and Himalaya regions being the direct result of their interactions. The latest quake, caused by a thrust fault under the Sulaiman Mountains and Central Brāhui Range, collapsed many homes in Harnai where residents were asleep. The Provincial Disaster Management Authority (PDMA) has reported severe damage to properties and infrastructure in Harnai District and Shahrag area, as well as in the cities of Sibi and Quetta. The Pakistan Army has dispatched troops to aid in the rescue and relief operations, with medical personnel, response workers, and officials working together to coordinate efforts to find survivors among the wreckage."
37,75,"

On October 13, 2021, tragedy struck in Kongsberg, Norway, as a man using a bow and arrow killed five people and injured two others. The attack happened on the streets of Kongsberg in Viken, Norway, and the perpetrator has since been taken into custody. The attacker targeted people at several locations in the town before being arrested. This incident has left the residents of Kongsberg shaken, as they try to come to grips with this senseless act of violence. Our heartfelt condolences go to the families of the victims during this difficult time."
38,76,"

On 13 October 2021, a man identified as a 37-year-old Norwegian man and convert to Islam with Danish citizenship, opened fire with a bow and arrow at various locations in Kongsberg, Viken, Norway, killing five people and injuring three others. The suspect, who police had previously been concerned about regarding radicalization, was identified as Espen Andersen Bråthen. He was quickly taken into custody after a large police response, including a terrorism investigation by the Norwegian Police Security Service. The attack was the deadliest in Norway since the 2011 attacks committed by Anders Behring Breivik, and police constables were ordered to temporarily carry firearms nationwide in response. The day after the attack, flags were flown at half-mast on all public buildings and candles were lit at Kongsberg Church."
39,77,"

On October 15, 2021, a suicide bombing took place at the Imam Bargah mosque in Kandahar, Afghanistan, during Friday prayers, leaving over 65 people dead and more than 70 others injured. Amaq, the media wing of the Islamic State – Khorasan Province, claimed responsibility for the attack. This incident occurred only a week after a bombing at a Shia mosque in Kunduz, claimed by IS-KP, which resulted in the death of at least 50 people. In response to these attacks, the Taliban has expressed that they will increase security measures at Shi'ite mosques to prevent any further violence from IS-KP."
40,78,"Sir David Amess, a long-serving Conservative Party Member of Parliament for Southend West, was stabbed to death on October 15, 2021, at a constituency surgery in Leigh-on-Sea. The attack took place while Amess was speaking with constituents, and a 25-year-old man was arrested at the scene. Recently, the police have declared it a terrorist attack. Amess was a committed public servant, who held relatively centrist views, notably opposing abortion and campaigning for Brexit, stronger animal welfare protections, and awarding Southend-on-Sea city status. In the wake of the attack, politicians from across the political spectrum, as well as the United Nations, expressed shock and offered condolences. The security of MPs will also be reviewed, while campaigning activities for the Conservative Party have been suspended nationwide until further notice. BBC One also changed its evening schedule out of respect. The attacker's motivations remain unclear as the Counter-Terrorism Command's investigation continues."
41,79,"In September 2021, a ban on Serbian license plates in Kosovo led to a series of protests by Kosovo Serbs, which included blocking traffic near border crossings. The ban aimed to mirror the former ban on Kosovar license plates in Serbia and would have affected around 9,500 vehicles. On 30 September 2021, an agreement was reached to end the ban starting 4 October 2021, in which both sides agreed to cover national symbols and country codes on license plates with a sticker. The protests ended on 2 October 2021, and a working group is being formed to find a permanent solution. The negotiators from the governments of Kosovo and Serbia will announce their proposals in six months. The license plate issue has led to heightened tensions between the two countries, with Russia condemning Kosovo's actions and the Serbian Armed Forces on heightened combat readiness. International powers have called for de-escalation."
42,80,"Sir David Amess, a British Conservative Party politician and Member of Parliament (MP) for Southend West, was fatally stabbed multiple times on 15 October 2021 while holding a one-to-one constituency meeting at the Belfairs Methodist Church Hall in Essex. Following the incident, Ali Harbi Ali, a 25-year-old male British citizen, was arrested and later charged with Amess's murder and the preparation of terrorist acts. Ali appeared at Westminster Magistrates' Court and the Old Bailey, and has been remanded to Belmarsh prison. He is set to go on trial on March 7, 2022. Amess was a long-serving politician and known for his socially conservative views, animal welfare advocacy, and support for Brexit. His death prompted tributes from colleagues and members of the public, and led to a by-election to fill his former seat. The safety of MPs during public constituency surgeries has been debated, with politicians calling for increased security measures and a law to prevent online targeting of MPs. Amess's last rites were administered at a service of remembrance by MPs at St Margaret's Church, Westminster, and a campaign to award city status to Southend-on-Sea in his honor was successful."
43,82,"Solar cycle 25, the current pattern of sunspot activity, began in December 2019 and is expected to continue until approximately 2030. Initial predictions about the strength of this cycle ranged from very weak to strong. However, the Solar Cycle 25 Prediction Panel forecasted that cycle 25 would be similar to the previous cycle, with a weaker than average sunspot activity. Early signs of cycle 25 were observed through polarward reversed polarity sunspots in April 2018 and November 2019, and a recent analysis of December 2019's magnetic regions indicates the brewing of magnetic regions with the underlying orientation of cycle 25 in the solar convection zone. Solar activity started increasing in 2020, with the first C-class solar flares, M-class flares, and an X-class solar flare, the second of the current cycle, which peaked at X1.59. An associated coronal mass ejection may graze Earth on October 30 or 31, potentially causing bright aurorae and satellite communication interference. The number of spotless days by year indicates a decrease in activity in 2021 with only 43 days recorded."
44,83,"The 2021 G20 summit, held in Rome on 30-31 October, marked the first in-person meeting of Group of Twenty leaders since the pandemic began. Despite ongoing health concerns, most leaders appeared in person, with the exception of Russian President Vladimir Putin and Chinese President Xi Jinping, who appeared via video link. The summit welcomed participating leaders from 20 countries, including Australia, Brazil, Canada, France, Germany, India, Indonesia, Italy, Japan, South Korea, Mexico, Saudi Arabia, South Africa, Turkey, the United Kingdom, and the United States. The summit also welcomed invited guests from Brunei, the Democratic Republic of the Congo, the Netherlands, Rwanda, Singapore, and Spain. During the summit, leaders discussed a range of issues, including global economic recovery, climate change, and pandemic recovery efforts."
45,84,"

The 2021 Salisbury rail crash, which occurred on 31 October, resulted in seventeen people being injured after two trains collided and one was derailed near Salisbury railway station in Wiltshire, England. The incident took place at Fisherton Tunnel close to London Road at approximately 19:00 UTC. The emergency services responded quickly, with the police, fire department, and ambulances attending the scene. The updated information reveals an increase in the number of injuries reported initially from twelve to seventeen."
46,85,"

On Monday, November 1, 2021, a 22-story building in the Ikoyi neighborhood of Lagos, Nigeria collapsed while undergoing construction, resulting in the death of 15 people and several others being trapped. The tragedy, which occurred at approximately 3 p.m. UTC+01:00, has left the nation in mourning as families and loved ones of those affected seek answers and justice. The incident serves as a stark reminder of the importance of safety regulations in the construction industry, prompting investigations into the matter to prevent such tragedies in the future."
47,86,"

On 2 November 2021, a major attack took place at the Daoud Khan Military Hospital in Kabul, Afghanistan. The attack involved a bomb exploding at the hospital's entrance, followed by gunfire and a second explosion. The attack resulted in the deaths of at least 25 individuals and injured over 50 others. The Taliban reported that four of the attackers were killed and one was captured. Although no group claimed responsibility, the Taliban suggested that the attack was carried out by insurgents belonging to the Islamic State – Khorasan Province. This assault marks the latest violence perpetrated by extremist groups in Afghanistan, highlighting the ongoing instability and turmoil in the region."
