,idx,response
11,30,"UPDATED VERSION:

Operation Allies Refuge is an ongoing United States military operation to airlift selected at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, from Afghanistan. The operation's name was officially unveiled on July 14 by the Biden administration. The main objective of the operation is to help evacuate American citizens, interpreters, and other at-risk Afghans from the country amidst the larger American military withdrawal from Afghanistan.

On July 30, 2021, the first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, for SIV processing with at least 20,000 SIV holders and applicants remaining in the process of being relocated. However, following the deterioration of the situation in Afghanistan, the Biden administration announced on August 12 that 3,000 U.S. troops would be deployed to the Kabul International Airport in order to secure the evacuation of embassy personnel, American nationals, and SIV applicants.

Following the fall of Kabul on August 15, the Pentagon and the State Department announced the expansion of the military presence at the airport to nearly 6,000 troops. U.S. military took control over the air traffic control of the airport later in the day. Despite chaos and violence at the airport, the military continued with the airlift, evacuating over 12,000 people from the country as of August 20. 

On August 22, the Department of Defense announced that the Civil Reserve Air Fleet would be activated to assist in the evacuation. The 18 civilian planes from different airlines will be used by the U.S. military to help evacuate American citizens and other at-risk Afghan civilians from the country. 

The situation at the airport remains life-threatening, and casualties have been reported. As of August 20, at least eight people have been killed at the Kabul International Airport as thousands of people tried to forcibly board planes. The Pentagon said that two armed men who fired into a crowd were killed by U.S. troops. 

The Biden administration has faced criticism for the chaotic evacuation and for abandoning Afghan allies who helped the U.S. during the war. The administration has promised to continue with the evacuation and to assist with resettlement efforts for those who are relocated to the United States."
12,31,"UPDATED VERSION:

Operation Allies Refuge is an ongoing United States military operation aimed at airlifting at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, out of Afghanistan. The Biden administration officially unveiled the operation's name on July 14. U.S. personnel have also supported NATO and regional allies in their respective evacuation efforts at the Kabul International Airport. 

On July 30, 2021, the first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, for SIV processing, with at least 20,000 SIV holders and applicants remaining in the process of being relocated. 

Following the deterioration of the situation in Afghanistan, the Biden administration announced on August 12 that 3,000 U.S. troops would be deployed to the Kabul International Airport in order to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. Since then, the U.S. military has taken control over the air traffic control of the airport and expanded its military presence to nearly 6,000 troops.

As of August 22, the Pentagon has evacuated about 12,700 people from Afghanistan through the Kabul airlift. The Department of Defense has also ordered the activation of the Civil Reserve Air Fleet to assist in the evacuation, with commercial airline pilots and crews transporting thousands of Afghans who are arriving at U.S. bases in Bahrain, Qatar, and the United Arab Emirates.

The Kabul airlift has not been without casualties. At least eight people were killed at the Kabul International Airport as thousands of people tried to forcibly board planes. The Pentagon confirmed that two armed men who fired into a crowd were killed by U.S. troops. In addition, remains of a dead Afghan were found in the landing gear of an American C-17 after the pilots were forced to make an emergency landing in a nearby country because they were unable to retract the landing gear.

In other news, Fox News CEO Suzanne Scott announced on August 24 that the network had evacuated 24 people from Afghanistan, including three Afghan nationals who assisted with the network's coverage of the war."
13,32,"UPDATED VERSION:

Operation Allies Refuge, the ongoing United States military operation to airlift at-risk Afghan civilians, interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, has seen significant developments in the past few days. On August 14, the Biden administration announced that 3,000 U.S. troops would be deployed to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. This was followed by the fall of Kabul on August 15, after which the Pentagon and the State Department expanded the military presence at Kabul International Airport to nearly 6,000 troops, and the U.S. military took control over the air traffic control of the airport.

Subsequently, the Kabul airlift operation saw a series of events, beginning August 16, with a C-17 cargo plane evacuating around 823 people to the Al Udeid Air Base in Qatar. The U.S. Central Command also met Taliban leaders based in Qatar's capital Doha, who agreed to terms set by the U.S. for refugees to flee using Kabul Airport. On August 17 and 18, approximately 1,100 and 2,000 people respectively were evacuated on multiple flights. The State Department reported that U.S. military flights had evacuated nearly 5,000 people from the country.

August 19 and 20 saw the evacuation of more than 2,000 and 5,700 people respectively on several flights, with the Pentagon confirming that around 12,700 people have been evacuated from the country so far. As of August 21, 17,000 people, including 2,500 Americans, have been evacuated. On August 22, the Pentagon ordered the activation of the Civil Reserve Air Fleet with 18 planes, including those from commercial partners like American Airlines, United Airlines, and Hawaiian Airlines, to assist in the evacuation.

However, the situation in the country remained volatile, with reports of casualties occurring at the Kabul International Airport as thousands of people tried to forcibly board planes. At least eight people were killed, while remains of another dead Afghan were found in the landing gear of an American C-17. The Pentagon said that two armed men who fired into a crowd were killed by U.S. troops.

In recent news, U.S. President Joe Biden has stated that American troops may remain in Afghanistan beyond the August 31 deadline, and that 11,000 people were evacuated from the country in the past 36 hours. Operation Allies Refuge continues with efforts to get the remaining at-risk Afghan civilians and SIV applicants out of the country."
14,33,"UPDATED VERSION:

The Panjshir conflict began on August 17, 2021, following the fall of Kabul, as the heavily diminished Islamic Republic of Afghanistan, including the Panjshir resistance, faced the Islamic Emirate of Afghanistan, controlled by the Taliban. The Panjshir Valley, which is largely contiguous with Panjshir Province and home to a majority of ethnic Tajik people, has remained outside of Taliban control as of August 2021 due to its natural defences.

On August 17, Amrullah Saleh declared himself the President of Afghanistan, citing provisions of the Constitution of Afghanistan, and vowed to continue military operations against the Taliban from Panjshir. Saleh's claim to the presidency was endorsed by Ahmad Massoud and Islamic Republic of Afghanistan Minister of Defence Bismillah Khan Mohammadi, along with the Afghan Embassy in Dushanbe. Remnants of the Afghan National Army, along with local civilians, answered Massoud's mobilization calls and joined the resistance.

As of mid-August 2021, disparate Anti-Taliban forces had between 2,000 and 10,000 personnel under arms in Panjshir. The resistance has reportedly secured access to helicopters formerly used by the Afghan military, and according to one observer, the Panjshir Valley was ""under siege on all sides"" but had not yet come under direct attack by the Taliban.

Ahmad Massoud and Amrullah Saleh refuse to surrender the Panjshir Valley to the Taliban and are pushing for dialogue on the formation of a comprehensive government. However, war seems ""unavoidable"" if the Taliban refuse to negotiate.

Negotiated end to the political impasse has been attempted, and on August 22, representatives from Panjshir were meeting with Abdullah Abdullah and Hamid Karzai to discuss ways of securing the safety of Afghans. Meanwhile, the Russian Embassy in Afghanistan was reportedly asked by a Taliban representative to reach out to Panjshir-based leaders to possibly mediate. The resistance is seeking a peaceful resolution of the conflict under the condition that a future government implements a system of ""decentralization"" and ""equal rights"" across the country.

Reactions from the United States and Western forces towards the Panjshir resistance have been lowly supportive due to the ongoing evacuation of Kabul, which depends largely on the Taliban's benevolence. Ahmad Massoud's Washington Post op-ed requesting Western support has been analyzed as evidence of the absence of direct communication and support between the resistance and the US government."
15,34,"UPDATED VERSION:

Operation Allies Refuge is a United States military mission to airlift at-risk Afghan civilians, including interpreters, embassy employees, and prospective Special Immigrant Visa applicants, from Afghanistan. The operation is running concurrent to the American military withdrawal from the country. On July 14, the Biden administration revealed the operation's name. On July 30, the first group of 200 Afghan interpreters arrived in Fort Lee, Virginia, for SIV processing, with at least 20,000 SIV holders and applicants still awaiting evacuation. 

As the situation in Afghanistan deteriorated, on August 12, the Biden administration announced that 3,000 U.S. troops would be deployed to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants from Kabul International Airport. On August 15, following the fall of Kabul, the Pentagon and State Department announced plans to expand the military presence at the airport to nearly 6,000 troops, who eventually took control of the airport's air traffic control. 

The Kabul airlift began on August 16, with a C-17 cargo plane evacuating 823 people to Al Udeid Air Base in Qatar. The Taliban agreed to allow refugees to flee using the airport. By August 22, approximately 17,000 people had been evacuated, including 2,500 Americans. On the same day, a security guard was killed and three more people were wounded in a gunfight near the north gate of the airport involving an unknown gunman and Afghan, German, and American forces. 

To aid in the evacuation efforts, on August 22, the Department of Defense activated the Civil Reserve Air Fleet, which includes 18 planes from commercial airlines such as United Airlines and American Airlines. Commercial airliners transported thousands of Afghans from U.S. bases in the Middle East to European stops before arriving in the United States. 

Despite the success of the airlift, there have been casualties. At least eight people were killed at Kabul International Airport as thousands of people tried to forcibly board planes, with some falling to their deaths from the sky or being run over by planes. Two armed men who fired into a crowd were killed by U.S. troops, and a dead Afghan was discovered in the landing gear of an American C-17 after the pilots made an emergency landing."
16,35,"UPDATED VERSION:

The ongoing series of attacks by militants on civilians and soldiers in Niger have continued to escalate with the latest report indicating that in Diffa, Niger, several hundred Boko Haram militants attacked and killed 16 soldiers while injuring nine others. In the ensuing gun battle, around 50 Islamist insurgents were killed. These attacks have left 508 people dead and over 100 others injured in the country, mainly in the western region of Tillabéri. The January attack and 21 March attack are the deadliest against civilians in the country since the insurgency in the Maghreb began. As of August, attacks were carried out every month of 2021, making it the first year in which attacks were carried out with frequency in the country. The exact terrorist organization that carried out the attacks is not clear so far."
17,36,"UPDATED VERSION:

On 26 August 2021, a devastating suicide bombing occurred at the Hamid Karzai International Airport in Kabul, Afghanistan. The attack targeted an entrance gate of the airport and was carried out by the Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP). The blast killed at least 90 Afghan civilians and 13 American servicemembers, with more than 150 others wounded. ISIL-KP claimed responsibility for the attack, which had been threatened in recent days. 

This attack comes amidst the ongoing evacuation efforts from Afghanistan after the Taliban took control of the country on 15 August 2021. With Hamid Karzai International Airport being the only secure way out for many Afghans, the security threat at the airport had been of growing concern. Prior to the attack, US diplomats in Kabul had warned their citizens to leave due to security threats, and the United Kingdom Armed Forces and multiple embassies had also issued warnings about high security risks at the airport. 

The devastating attack has sparked condemnation and concern from the international community. French President Emmanuel Macron expressed full support for coordinating with American allies in response to the explosions. Meanwhile, Taliban officials and foreign troops confirmed the death toll, and the Taliban spokesperson tweeted a condemnation of the attack as ""evil circles"" that would be stopped. 

The attack also occurred near the Baron Hotel, which had been used as a gathering point for American citizens seeking evacuation and as a processing center for Afghan people fleeing the country. The second bombing occurred at the Abbey Gate, where one of the gates entering into the airport was attacked by a suicide bomber. After the explosion, gunfire erupted and all gates at the airport were closed. In addition to the 13 American servicemembers killed, up to five U.S. personnel were injured, including three U.S. Marines. 

The brutal attack at the airport illustrates the danger and complexity involved in the ongoing evacuation efforts from Afghanistan, and it raises concerns about future security threats facing the country."
18,38,"UPDATED VERSION:

Following the Taliban's takeover of Afghanistan and their announcement of re-establishing the Islamic Emirate, the United States launched a drone strike against an ISIL-KP member in Nangarhar Province on August 27, 2021. Two defense officials confirmed that the MQ-9 Reaper drone used guided munitions to minimize civilian casualties, and the strike successfully targeted a man who planned the 2021 Kabul airport attack against the United States. Riding in a vehicle with one associate, the man was killed in the attack, with no civilian casualties reported. In new developments, it has now been reported that the recent US airstrike in Nangarhar has killed two Islamic State members and wounded another. The strike was aimed at thwarting potential attacks in Kabul, and one of the two killed was planning more attacks in the city."
19,39,"UPDATED VERSION:

On 26 August 2021, a devastating suicide bombing took place outside Hamid Karzai International Airport in Kabul, Afghanistan. The attack killed at least 182 people, including 13 United States military personnel – the first US service members to be killed in Afghanistan since February 2020. The Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP) claimed responsibility. 

The attack occurred during the hurried evacuation of Afghanistan after the Taliban takeover, with the airport being the only secure means of departure. Security concerns had been mounting after hundreds of ISIL-KP militants escaped from jails at Bagram and Pul-e-Charkhi, and the Pentagon had warned of an increased terrorist threat. President Joe Biden had also been warned of the danger to US personnel and civilians at the airport. 

In the hours leading up to the attack, US diplomats had warned American citizens to leave the airport due to security threats, and UK Armed Forces Minister James Heappey had warned of a highly credible threat from ISIL-KP militants. Embassies of the United States, United Kingdom, and Australia had also warned about elevated security risks. 

The suicide bomber detonated an explosive at Abbey Gate, one of the airport's entry points for evacuation. Following the explosion, gunfire broke out, and all gates to the airport were closed. Reports initially stated that a second explosion occurred near the nearby Baron Hotel, but this was later proven false. 

In addition to the 13 US service members, 169 Afghan civilians were killed in the attack, with at least 150 more people injured. Two of the killed civilians were British dual-nationals, and one was a child of a British national. The US military deaths were the largest single loss of life of American service personnel since the 2011 Afghanistan Boeing Chinook shootdown. 

ISIL-KP claimed responsibility for the attack and named the bomber as Abdul Rahman al-Logari. The Taliban, who control the government in Afghanistan, condemned the attack and vowed to capture the ISIL-KP leader. The two groups are enemies, with a past history of fighting. 

Following the attack, US President Joe Biden honored the American service members who lost their lives, expressing deep sympathy for the Afghan victims. Biden issued a warning to those who wished harm upon the US, saying ""we will hunt you down and make you pay."" Numerous nations condemned the attack and expressed solidarity with the victims and the troops conducting the evacuation. 

On 27 August, the United States launched an airstrike against an ISIL-KP member in Nangarhar. Two militants were killed, and a third was wounded in the strike, which used guided munitions to minimize civilian casualties. The target was believed to have been planning additional attacks in Kabul."
20,40,"UPDATED VERSION:

On August 15, 2021, after the Taliban returned to power and announced their intention to re-establish the Islamic Emirate of Afghanistan, unofficial relations between the Taliban and the United States began. The United States has not recognized the Taliban as a government, but has stated that they could recognize a government that respects basic rights. On August 27, the Taliban appointed Khalil Haqqani, a designated terrorist with a US$5 million bounty on his head, as head of security in Kabul. Despite this, following the 2021 Kabul airport attack, the Taliban condemned the attack and vowed to capture the ISIS-K leader. The United States also launched an airstrike on August 27 that killed two ""high-profiled"" ISIS planners and facilitators. In response, the Taliban condemned the attack as a ""clear attack on Afghan territory""."
21,43,"UPDATED VERSION:

Since the Taliban regained control of Afghanistan and announced their re-establishment of the Islamic Emirate after Kabul's fall in August 2021, there have been three known drone strikes on the country. The latest of which killed at least ten people, including seven children, and targeted a vehicle driven by an aid worker for U.S.-based Nutrition and Education International. The worker was reportedly bringing home water for his family when the strike occurred. Some of the casualties were residents of the area, and others had previously worked for international organizations and held visas allowing them entry to the United States. Reports suggest that there were civilian casualties in addition to those in the vehicle targeted by the U.S. The strikes come amid ongoing tensions and conflict in the region, which has already claimed the lives of hundreds in recent weeks."
22,45,"UPDATED VERSION:

The Panjshir conflict, which began on 17 August 2021 following the Fall of Kabul, continues to rage on in Afghanistan's Panjshir Valley. The conflict remains between the National Resistance Front of Afghanistan and the Taliban-controlled Islamic Emirate of Afghanistan. The Panjshir Valley is the only region that has not fallen to the Taliban, and is well known for its natural defences. With a majority ethnic Tajik population, the valley has historically been a stronghold for anti-Taliban forces.

As of 1 September 2021, the National Resistance Front of Afghanistan claimed that its fighters had killed eight Taliban members in clashes in the Panjshir Valley, the final stronghold outside of Taliban control. The Taliban has deployed a large number of forces near the valley, while negotiations between the two sides continue in an effort to resolve the conflict.

Prior to the conflict, on 17 August 2021, Amrullah Saleh declared himself President of Afghanistan from the Panjshir Valley and vowed to continue military operations against the Taliban from there. The resistance was backed by Afghan National Army commanders and soldiers, including commandos, ex-Mujahideen who had previously served Ahmad Massoud's late father, Ahmad Shah Massoud, and other anti-Taliban activists. However, there are differences between the forces loyal to Saleh and those loyal to Ahmad Massoud, as the former is a hardcore anti-Taliban and anti-Pakistani, whereas the latter maintained good relations with Pakistan which was supportive of the Taliban.

As the conflict has unfolded, the resistance has reportedly secured access to five helicopters formerly used by the Afghan military, along with other heavy weapons, including BM-21 Grads. There have been clashes reported in several districts in Baghlan Province, including Dih Salah, Pul-e-Hisar, and Andarab. While the Taliban claimed to have recaptured all three districts by 23 August 2021, the resistance has since retaken control of some of these areas.

The international community has remained hesitant to support the resistance, with the US and other potential allies focusing on the ongoing evacuation of Kabul and seeking the Taliban's cooperation to do so. However, Tajiks from Kulob, Tajikistan have volunteered to prepare to fight against the Taliban, despite warnings from Tajik officials that it could be deemed illegal. The situation remains tense, with the future of the Panjshir Valley still uncertain."
23,47,"UPDATED VERSION:

The conflict between the Taliban and the National Resistance Front (NRF) of Afghanistan has reached the Panjshir Valley, which had remained the only region out of Taliban control since the fall of Kabul. The Taliban launched an offensive against the NRF, led by Ahmad Massoud, in early September, resulting in heavy fighting and casualties on both sides. The Taliban claimed to have gained some territory, while the NRF said they have repelled some attacks and inflicted heavy losses on the Taliban. Prior to the clashes, both sides had engaged in talks but failed to reach a peaceful resolution. The international community has yet to show support for the NRF due to ongoing evacuations and concerns about the Taliban's cooperation. Tajiks from Kulob, Tajikistan have volunteered to fight against the Taliban, despite warnings from Tajik officials that it may be illegal."
