,idx,response
10,29,"UPDATED VERSION:

Operation Allies Refuge is an ongoing US military operation to evacuate selected at-risk Afghan civilians, including interpreters, US embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, from Afghanistan. The operation was officially introduced by the Biden administration on July 14 and is concurrent with the larger American military withdrawal from Afghanistan.

On July 30, the first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, for SIV processing, with at least 20,000 SIV holders and applicants still awaiting relocation. However, following the Taliban's takeover of Afghanistan, the operation's scope has been expanded to include the evacuation of US citizens, permanent residents, and refugees.

Since August 15, thousands of people have been evacuated from the Kabul International Airport, which is under US military control, via multiple flights. On August 22, the Department of Defense activated the Civil Reserve Air Fleet, mobilizing 18 commercial planes from various airlines to transport Afghans arriving at US bases in Bahrain, Qatar, and the United Arab Emirates to Europe and eventually the United States.

According to United States Army major general William D. Taylor, the US has evacuated 17,000 people, including 2,500 Americans, in the past few weeks. However, the evacuation efforts have not been without casualties, with at least eight people killed in and around the airport due to crowding and other factors."
11,30,"UPDATED VERSION:

Operation Allies Refuge, a U.S. military operation to airlift at-risk Afghans, interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa applicants from Afghanistan, continues amidst the larger American military withdrawal from the country. The operation's name was officially unveiled by the Biden administration on July 14.

As the situation in Afghanistan became increasingly volatile, the Biden administration announced on August 12 that 3,000 U.S. troops would be deployed to the Kabul International Airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. Following the fall of Kabul on August 15, the military presence at the airport was expanded to nearly 6,000 troops, with the U.S. military taking control of air traffic control.

Since August 17, over 7,000 people have been evacuated by U.S. military flights from the country, including more than 3,200 U.S. citizens, permanent residents, and refugees, and nearly 2,000 Afghan interpreters who were flown to the U.S. for SIV processing. On August 22, the Department of Defense ordered the activation of the Civil Reserve Air Fleet for the third time and sent 18 planes that will be used by the U.S. military to help evacuate American citizens.

The evacuation efforts have not been without casualties. By August 16, at least eight people had been killed at the Kabul International Airport as thousands of people tried to forcibly board planes. At least two people were seen falling to their deaths from the sky after clinging to the landing gear of a departing C-17 cargo plane, while at least three people clinging to the side of an Air Force jet were killed after being run over. Remains of another dead Afghan were found in the landing gear of the American C-17 after the pilots were forced to make an emergency landing in a nearby country because they were unable to retract the landing gear. The Pentagon said that two armed men who fired into a crowd were killed by U.S. troops."
12,31,"UPDATED VERSION:

Operation Allies Refuge, a United States military operation to airlift at-risk Afghan civilians, including interpreters, embassy employees, and prospective Special Immigrant Visa applicants, from Afghanistan, is ongoing amid the American military's withdrawal from the country. On July 14, the operation's name was officially unveiled by the Biden administration. The first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, on July 30, for SIV processing, with at least 20,000 SIV holders and applicants yet to be relocated. In August, the situation in Afghanistan deteriorated, prompting the deployment of 3,000 U.S. troops to the Kabul International Airport to secure the evacuation of embassy personnel, U.S. citizens, and SIV applicants. 

On August 15, following the fall of Kabul, the Pentagon and State Department announced the expansion of the military presence at the airport to nearly 6,000 troops. The U.S. military took control over the air traffic control of the airport later that day. Since then, Operation Allies Refuge has successfully evacuated thousands of people, including U.S. citizens, permanent residents, refugees, and Afghan interpreters to safer locations. 

On August 22, the Department of Defense ordered the activation of the Civil Reserve Air Fleet to assist in the evacuation. Commercial airline pilots and crews will now help transport thousands of Afghans who are arriving at U.S. bases in Bahrain, Qatar, and the United Arab Emirates. This will augment military flights carrying Afghans to Germany, Italy, Spain, and other stops in Europe, and ultimately to the United States.

In a recent development, Fox News CEO Suzanne Scott announced the successful evacuation of 24 people from Afghanistan, including three Afghan nationals who assisted with the network's coverage of the war. The casualties at Kabul International Airport during the evacuation, as of August 16, included at least eight people who were killed as thousands of people tried to forcibly board planes. Remains of another dead Afghan were found in the landing gear of an American C-17, after the pilots were forced to make an emergency landing in a nearby country because they were unable to retract the landing gear. The Pentagon confirmed that two armed men who fired into a crowd were killed by U.S. troops."
13,32,"UPDATED VERSION:

Operation Allies Refuge, the United States military operation to evacuate at-risk Afghan civilians, particularly interpreters, U.S. embassy employees, and other prospective Special Immigrant Visa (SIV) applicants, is ongoing. The operation was officially named on July 14 by the Biden administration, and U.S. personnel have been assisting NATO and regional allies in their respective evacuation efforts at Kabul International Airport. The mission is concurrent with the larger American military withdrawal from Afghanistan.

On July 30, 2021, the first group of 200 Afghan interpreters arrived at Fort Lee, Virginia, for SIV processing, while at least 20,000 SIV holders and applicants remained in the process of being relocated. However, following the deterioration of the situation in Afghanistan, President Biden announced on August 12 that 3,000 U.S. troops would be deployed to the Kabul International Airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants.

After the fall of Kabul on August 15, the Pentagon and State Department announced the expansion of the military presence at the airport to nearly 6,000 troops. U.S. military took control over the air traffic control of the airport later in the day, and on August 16, a C-17 cargo plane, which usually includes less than 150 paratroopers, safely evacuated roughly 823 people to the Al Udeid Air Base in Qatar. The head of U.S. Central Command, General Kenneth F. McKenzie Jr., also met Taliban leaders to establish terms for refugees to flee using the Kabul Airport and subsequent flights have transported thousands of people out of Afghanistan.

On August 22, the Department of Defense ordered the activation of the Civil Reserve Air Fleet to assist in the evacuation, and commercial airline pilots and crews are now helping transport thousands of Afghans who are arriving at U.S. bases in Bahrain, Qatar, and the United Arab Emirates. From the bases in the Middle East, the airliners would augment military flights carrying Afghans to Germany, Italy, Spain, and other stops in Europe, and then ultimately to the United States.

As of the latest update, U.S. President Joe Biden announced that American troops may remain in Afghanistan beyond the August 31 deadline, and has confirmed that 11,000 people were evacuated from the country in the past 36 hours. While the situation remains fluid, officials continue to work on the evacuation process to ensure the safety of as many at-risk individuals as possible."
14,33,"UPDATED VERSION:

The Panjshir conflict, which began on 17 August 2021 following the Fall of Kabul, is still ongoing between the heavily diminished Islamic Republic of Afghanistan, including the Panjshir resistance, and the Islamic Emirate of Afghanistan (controlled by the Taliban). As of August 2021, the Islamic Republic of Afghanistan exercises de facto control over the Panjshir Valley, which is largely contiguous with Panjshir Province and is ""the only region out of [the] Taliban's hands,"" according to The Week. The population of the Panjshir valley consists of a majority of ethnic Tajik people, unlike the Taliban's majority, who are Pashtuns. The valley is well known for its natural defenses, and despite being under siege on all sides, it has not come under direct attack.

The Panjshir resistance is led by Ahmad Massoud, who is working with self-proclaimed acting president Amrullah Saleh. They refuse to surrender the Panjshir Valley to the Taliban and say that war will be ""unavoidable"" if the Taliban refuse to engage in dialogue on forming a comprehensive government. Prior to the Fall of Kabul, Panjshiris moved military equipment, including helicopters and armored vehicles, into Panjshir Province. There, they were joined by commanders and soldiers of the Afghan National Army Commando Corps. According to a Russian estimate, the disparate Anti-Taliban forces had approximately 7,000 personnel under arms as of mid-August 2021. Other estimates place this number as low as 2,000, though Saleh himself claims 10,000 men under arms. By 22 August, Ahmad Massoud claimed to have gathered about 9,000 fighters and at least a ""handful of armored humvees"" in the valley.

There are differences between the forces loyal to Saleh and those loyal to Ahmad Massoud. The former is hardcore anti-Taliban and anti-Pakistani, whereas the latter maintained good relations with Pakistan, which supported the Taliban. As a result, Massoud was more willing to negotiate with the Taliban. By 22 August, the resistance also confirmed that several local militias had begun to fight the Taliban on their own, independent of the Panjshir-based forces. According to Yasin Zia, the resistance has already secured access to helicopters formerly used by the Afghan military.

As of August 2021, a negotiated end to the political impasse has been attempted, with Saleh calling for a ""peace deal"" with the Taliban. On 18 August, Mohammad Zahir Aghbar, the Islamic Republic of Afghanistan's ambassador to Tajikistan, indicated the possibility of including the Taliban in a coalition government as a means of diffusing the stalemate. On 21 August, it was reported that Panjshir representatives were meeting with Abdullah Abdullah and Hamid Karzai, members of the Coordination Council, to ""discuss the current situation and ways of providing security to Afghans."" On 22 August, the Russian Embassy in Afghanistan was reportedly asked by a Taliban representative to reach out to Panjshir-based leaders to possibly mediate. Meanwhile, resistance spokesman Ali Maisam Nazary informed the Agence France-Presse that Ahmad Massoud's group would prefer a peaceful resolution of the conflict under the condition that a future government implemented a system of ""decentralization"" and ""equal rights"" across the country.

The USA and Western forces are commented as lowly supportive of this movement due to ongoing evacuation of Kabul depending fully on the Taliban's benevolence. Massoud's Washington Post op-ed requesting Western support has been analyzed as evidence of the absence of direct communication and support between the resistance and the US government."
15,34,"UPDATED VERSION:

Operation Allies Refuge, the United States military operation to evacuate at-risk Afghan civilians, including interpreters, embassy employees, and SIV applicants, continues amidst chaos and violence at the Kabul airport. On August 22nd, a security guard was killed and three other people were wounded in a gunfight between an unknown gunman and Afghan forces at the north gate of the airport. German and American forces were involved in the shooting. The operation's name was officially announced on July 14th by the Biden administration, and the first group of 200 Afghan interpreters arrived in Fort Lee, Virginia on July 30th for SIV processing. Over 20,000 SIV holders and applicants are still in the process of being relocated.

Following the deteriorating situation in Afghanistan, President Joe Biden announced on August 12th that 3,000 U.S. troops would be deployed to the Kabul airport to secure the evacuation of embassy personnel, U.S. nationals, and SIV applicants. Despite the chaos and violence at the airport, U.S. military flights have evacuated nearly 17,000 people from the country as of August 22nd, including 2,500 Americans. The Civil Reserve Air Fleet has been activated, with 18 planes from commercial airlines assisting in the evacuation of thousands of Afghans arriving at U.S. bases in Bahrain, Qatar, and the United Arab Emirates. From there, the airliners will augment military flights carrying Afghans to Europe and ultimately to the United States.

The situation at the Kabul airport remains dangerous, with at least eight people killed, including those who fell to their deaths from the sky or were killed after being run over by a departing cargo plane. The Pentagon confirmed that two armed men who fired into a crowd were killed by U.S. troops. Despite the challenges, the U.S. continues its efforts to evacuate at-risk Afghans and end its military presence in Afghanistan."
16,35,"UPDATED VERSION:

The 2021 Niger attacks continue to ravage the country, with militants targeting both civilians and soldiers. Since the beginning of the year, attacks have occurred every month, with over 500 people killed and more than 100 others injured. The deadliest attacks were carried out against civilians, with the January and March attacks leaving over 100 civilians dead in single incidents – marking the deadliest against civilians in the country since the insurgency in the Maghreb began. The exact terrorist organization that carried out the attacks is not yet clear.

Recent attacks have targeted both military and civilian targets. In August, around 100 heavily armed Boko Haram militants attacked a military post in Diffa, Niger, killing 16 soldiers and wounding nine others. In retaliation, security forces killed around 50 Islamist insurgents in a gun battle.

Other recent attacks on civilians include the targeting of a mosque in the Tillaberi region, killing 16 people, including children, and a raid on the village of Darey-Daye, Niger, which left 37 people dead while they were tending their farms.

The government of Niger has dispatched soldiers to the border following the attacks, but the violence continues to plague the country. Newly elected President Mohamed Bazoum has condemned the attacks and declared national mourning. It remains to be seen what measures will be taken to address the ongoing security concerns in Niger."
17,36,"UPDATED VERSION:

In a devastating attack on August 26, 2021, a suicide bomber blew himself up at an entrance of the Hamid Karzai International Airport in Kabul, killing at least 90 Afghan civilians and 13 American servicemembers. More than 150 people were wounded. The Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP), who had threatened the airport in recent days, have claimed responsibility for the attack.

The situation at the airport had become increasingly dangerous in recent days, with crowds of Afghan citizens and foreign nationals seeking to flee the country amid the Taliban takeover. Multiple countries had advised their citizens to avoid the airport due to a high risk of terrorist attacks.

The suicide bomber targeted one of the airport's entrances, leading to chaotic scenes as gunfire erupted and all gates were closed. A second explosion occurred at Baron Gate, a processing center for Afghan people fleeing the country to escape Taliban control, where many American citizens had gathered for rescue and evacuation in the past.

The toll from the attack is staggering, with 90 Afghan civilians and 13 American servicemembers confirmed dead. More than 150 others were injured, including a number of Taliban members and foreign soldiers. Among the injured were five U.S. personnel, including three U.S. Marines. The attack marks the deadliest day for U.S. troops in Afghanistan in a decade.

ISIL-KP's claim of responsibility for the attack has led to widespread condemnation from countries around the world. Even the Taliban, through a tweet by their spokesperson, has condemned the attack, saying ""evil circles will be strictly stopped."" French President Emmanuel Macron has voiced full support for coordinating with ""American allies"" in response to the explosions.

As the situation in Afghanistan remains fluid and dangerous, efforts continue to evacuate as many people as possible from the country. However, the attack has only increased the difficulty and risk of such efforts, leaving thousands still stranded and in danger."
18,38,"UPDATED VERSION:

Following the return of the Taliban to power in Afghanistan, the United States has conducted a drone strike against members of the Islamic State (ISIL-KP) in the country. The strike occurred in Nangarhar Province on August 27, 2021, and resulted in the deaths of two ISIL-KP members and the injury of another. According to reports, one of those killed was involved in the planning of the 2021 Kabul airport attack, which targeted the United States. The strike was carried out by an MQ-9 Reaper drone with guided munitions to minimize civilian casualties. The United States has stated that it does not believe any civilians were harmed in the strike. This is the first known drone strike conducted by the United States in Afghanistan after the fall of Kabul and the Taliban's proclamation of intentions to re-establish the Islamic Emirate of Afghanistan."
19,39,"UPDATED VERSION:

On August 26, 2021, a suicide bombing took place at Hamid Karzai International Airport in Kabul, Afghanistan, during the evacuation from the country. The attack was carried out by the Islamic State of Iraq and the Levant – Khorasan Province (ISIL-KP) and left at least 182 people dead, including 13 members of the United States military and 169 Afghan civilians. The attack also injured at least 150 people, including 18 US military personnel and Taliban members.

Amid the security concerns in Afghanistan following the Taliban's takeover, the airport became the only secure way out of the country. US President Joe Biden had warned of the increasing threat posed by the ISIL-KP, who claimed responsibility for the attack, to US personnel and civilians near the airport.

On August 27, 2021, the United States launched an airstrike against an ISIL-KP member in Nangarhar Province. According to two defense officials, the strike was carried out by an MQ-9 Reaper drone with guided munitions to minimize civilian casualties, and two Islamic State members were killed and one was wounded. The strike targeted an individual believed to have been planning more attacks in Kabul.

The Taliban and ISIL-KP, despite both being jihadist groups, are enemies and have fought a bloody war against each other. The Taliban condemned the attack and have expressed their willingness to capture ISIL-KP leader Shahab al-Muhajir.

Many nations expressed condemnation for the Kabul airport attack and solidarity with the victims and troops conducting evacuations at the airport. The European Commission and the United Nations likewise condemned the attack. The United Kingdom said that civilian evacuations would continue in spite of the attack.

US President Joe Biden honored the American service members who were killed and stated that the US had evacuated more than 100,000 Americans, Afghans, and others. He expressed deep sorrow for the Afghan victims as well and vowed to hunt down those who wished harm upon the US.

The situation in Afghanistan remains tense as the Taliban takeover sparks fear among the Afghan population and immense concern from the international community."
20,40,"UPDATED VERSION:

The United States' unofficial relationship with the Islamic Emirate of Afghanistan began on August 15, 2021, when the Taliban regained power and expressed their intention to re-establish the Islamic Emirate after the fall of Kabul. However, the U.S. does not officially recognize the Taliban as the Afghan government and has stated that they could only recognize a government that respects basic rights. On August 27, the Taliban appointed Khalil Haqqani, a designated terrorist with a US$5 million bounty, as head of security in Kabul. Following the 2021 Kabul airport attack, the Taliban condemned the attack and promised to capture the ISIS-K leader. In response, the U.S. launched an airstrike on August 27 that killed two ""high-profiled"" ISIS targets and injured a third person. The Taliban criticized the attack and considered it a ""clear attack on Afghan territory,"" according to their spokesperson Zabiullah Mujahid."
21,43,"UPDATED VERSION:

Following the Taliban's return to power in Afghanistan and their proclamation to re-establish the Islamic Emirate of Afghanistan, the country has been hit with three known drone strikes. The most recent strike, which occurred on August 29, resulted in the deaths of at least 10 people, including seven children. The airstrike was intended to target an ISIS-K suicide bomber and accomplices, but instead hit a vehicle driven by an aid worker for U.S. based Nutrition and Education International. Reports indicate that some of those killed had previously worked for international organizations and held visas allowing them entry to the United States. The majority of the casualties were residents of the area. This comes after another airstrike on August 27, which killed two high-profile members of ISIS-K in Nangarhar Province. The strike was carried out a day after the 2021 Kabul airport attack, which resulted in the deaths of more than 180 people."
22,45,"UPDATED VERSION:

The Panjshir conflict is an ongoing conflict between the Islamic Emirate of Afghanistan, controlled by the Taliban, and the Panjshir resistance, led by the National Resistance Front of Afghanistan, in the Panjshir Valley. The valley has been the only region out of Taliban's control since the fall of Kabul on August 15, 2021. The Panjshir Valley is known for its natural defences and has never fallen to the Soviet Union during the 1980s nor to the Taliban during the civil war of the 1990s.

The resistance began after Amrullah Saleh, the former vice president of Afghanistan, declared himself the legitimate president of the Islamic Republic of Afghanistan and vowed to continue military operations against the Taliban from the Panjshir Valley, following the fall of Kabul. He was joined by Ahmad Massoud, the son of the late anti-Taliban leader Ahmed Shah Massoud, who had escaped to Panjshir Province with Afghan National Army commanders, soldiers and anti-Taliban activists.

As of August 2021, the resistance consisted of approximately 7,000 personnel, according to a Russian estimate. On August 26, 2021, the National Resistance Front of Afghanistan reportedly recaptured the Banu, Deh Salah and Pol-e-Hesar districts. However, on August 29, 2021, the Taliban denied that their fighters were trying to enter the valley, contradicting information from a member of the Taliban cultural commission.

On August 31, 2021, eight Taliban fighters were killed while trying to infiltrate the western part of Pansjhir with two resistance fighters wounded. Fahim Dashty said that the attack was likely done to test the area's defenses.

On September 1, 2021, the National Resistance Front of Afghanistan reported that its fighters had killed eight Taliban members in clashes in the Panjshir Valley. A large number of Taliban forces have been deployed near the valley, while negotiations take place in order to resolve the conflict.

The international community has shown little support for the resistance, as they focus on the ongoing evacuation of Kabul and seek the Taliban's cooperation to do so. The possibility of including the Taliban in a coalition government to end the stalemate has been suggested. Meanwhile, Tajiks from Kulob, Tajikistan have volunteered to prepare to fight against the Taliban, despite warnings from Tajik officials that it can be deemed illegal."
23,47,"UPDATED VERSION:

The Panjshir conflict between the National Resistance Front (NRF) and the Taliban has taken a new turn as the Taliban enters the Panjshir Valley and clashes with the NRF forces. Led by Ahmad Massoud, the NRF has held out in the valley since the fall of Kabul amid a worsening security situation in the region. Both sides claim significant casualties as the Taliban reports gaining some territory in the valley.

The conflict began on August 17, 2021, following the fall of Kabul and the Taliban’s takeover of the country. The NRF declared resistance, and both sides agreed to a ceasefire and talks to resolve the issue. However, by September 1, it was reported that talks had failed, and fighting had resumed between the sides.

The Panjshir Valley is known for its natural defenses, surrounded by the Hindu Kush mountains, and had never fallen to the Soviets in the 1980s or the Taliban during the civil war of the 1990s. The population of the valley is mostly ethnic Tajik, while the majority of the Taliban is Pashtun.

The NRF movement consists of Afghan National Army commanders and soldiers, including ex-Mujahideen who had previously served Ahmad Massoud's late father, Ahmad Shah Massoud, and other anti-Taliban activists. Most of them regrouped in Baghlan Province before moving to Panjshir after making their escape from Kunduz, Badakhshan, Takhar, and Baghlan. 

As of August 2021, the Panjshir Valley was reportedly the only region out of the Taliban's reach but with the latest clashes with the Taliban, it appears that the situation has changed. The international community remains focused on the ongoing evacuation of Kabul and has yet to declare any support for the NRF movement.

The situation in Afghanistan continues to be volatile, with civilians caught in the crossfire between warring factions. The NRF and the Taliban must find a way to resolve their differences peacefully to prevent further loss of life and displacement of civilians."
